Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20201208,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,11,"",11,"",All vaccinations
20201208,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201208,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201208,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201208,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1918,"",1918,"",All vaccinations
20201208,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201208,S92000003,Total,"",Dose 1,1929,"",1929,"",All vaccinations
20201208,S92000003,Total,4439078,Dose 1,1928,0.0434324425026999,1928,0.0434324425026999,18 years and over
20201208,S92000003,Total,2875396,Dose 1,1341,0.0466370545135348,1341,0.0466370545135348,40 years and over
20201208,S92000003,Total,4549217,Dose 1,1929,0.0424029014223766,1929,0.0424029014223766,16 years and over
20201208,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201208,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201208,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201208,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201209,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,8,"",19,"",All vaccinations
20201209,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201209,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201209,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201209,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3853,"",5771,"",All vaccinations
20201209,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201209,S92000003,Total,"",Dose 1,3861,"",5790,"",All vaccinations
20201209,S92000003,Total,4439078,Dose 1,3861,0.0869775210077408,5789,0.130409963510441,18 years and over
20201209,S92000003,Total,2875396,Dose 1,2571,0.0894137711814303,3912,0.136050825694965,40 years and over
20201209,S92000003,Total,4549217,Dose 1,3861,0.084871748259096,5790,0.127274649681473,16 years and over
20201209,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201209,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201209,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201209,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201210,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,10,"",29,"",All vaccinations
20201210,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201210,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,4951,"",10722,"",All vaccinations
20201210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Total,"",Dose 1,4961,"",10751,"",All vaccinations
20201210,S92000003,Total,4439078,Dose 1,4960,0.111734914322298,10749,0.242144877832739,18 years and over
20201210,S92000003,Total,2875396,Dose 1,3272,0.113793021900288,7184,0.249843847595253,40 years and over
20201210,S92000003,Total,4549217,Dose 1,4960,0.109029751713317,10750,0.23630440139479,16 years and over
20201210,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201210,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201210,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201211,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,5,"",34,"",All vaccinations
20201211,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201211,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201211,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5279,"",16001,"",All vaccinations
20201211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201211,S92000003,Total,"",Dose 1,5284,"",16035,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 1,5282,0.118988672873061,16031,0.3611335507058,18 years and over
20201211,S92000003,Total,2875396,Dose 1,3476,0.120887696859841,10660,0.370731544455094,40 years and over
20201211,S92000003,Total,4549217,Dose 1,5284,0.116151856462332,16034,0.352456257857121,16 years and over
20201211,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201211,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201211,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201212,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,10,"",44,"",All vaccinations
20201212,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201212,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2127,"",18128,"",All vaccinations
20201212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Total,"",Dose 1,2137,"",18172,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 1,2136,0.0481181002000866,18167,0.409251650905886,18 years and over
20201212,S92000003,Total,2875396,Dose 1,1327,0.0461501650555263,11987,0.41688170951062,40 years and over
20201212,S92000003,Total,4549217,Dose 1,2137,0.0469751168168061,18171,0.399431374673927,16 years and over
20201212,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201212,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201212,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201213,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,5,"",49,"",All vaccinations
20201213,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201213,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1109,"",19237,"",All vaccinations
20201213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Total,"",Dose 1,1114,"",19286,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 1,1114,0.0250953013215807,19281,0.434346952227467,18 years and over
20201213,S92000003,Total,2875396,Dose 1,710,0.0246922510847202,12697,0.441573960595341,40 years and over
20201213,S92000003,Total,4549217,Dose 1,1114,0.0244877305259345,19285,0.423919105199862,16 years and over
20201213,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201213,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201213,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201214,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,13,"",62,"",All vaccinations
20201214,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201214,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5697,"",24934,"",All vaccinations
20201214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Total,"",Dose 1,5710,"",24996,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 1,5709,0.128607787472984,24990,0.562954739700451,18 years and over
20201214,S92000003,Total,2875396,Dose 1,3901,0.135668269692244,16598,0.577242230287585,40 years and over
20201214,S92000003,Total,4549217,Dose 1,5710,0.125516105299,24995,0.549435210498862,16 years and over
20201214,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201214,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201214,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201215,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,39,"",101,"",All vaccinations
20201215,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201215,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7358,"",32292,"",All vaccinations
20201215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Total,"",Dose 1,7397,"",32393,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 1,7394,0.16656612026191,32384,0.729520859962362,18 years and over
20201215,S92000003,Total,2875396,Dose 1,5204,0.18098376710547,21802,0.758225997393055,40 years and over
20201215,S92000003,Total,4549217,Dose 1,7397,0.162599409964396,32392,0.712034620463258,16 years and over
20201215,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201215,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201215,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201216,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,13,"",114,"",All vaccinations
20201216,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201216,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7176,"",39468,"",All vaccinations
20201216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Total,"",Dose 1,7189,"",39582,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 1,7185,0.161857935364055,39569,0.891378795326417,18 years and over
20201216,S92000003,Total,2875396,Dose 1,4911,0.170793866305719,26713,0.929019863698774,40 years and over
20201216,S92000003,Total,4549217,Dose 1,7189,0.158027194569967,39581,0.870061815033224,16 years and over
20201216,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201216,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201216,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201217,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15,"",129,"",All vaccinations
20201217,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201217,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7129,"",46597,"",All vaccinations
20201217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Total,"",Dose 1,7144,"",46726,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 1,7141,0.160866738543454,46710,1.05224553386987,18 years and over
20201217,S92000003,Total,2875396,Dose 1,5106,0.17757554089941,31819,1.10659540459818,40 years and over
20201217,S92000003,Total,4549217,Dose 1,7144,0.157038013354826,46725,1.02709982838805,16 years and over
20201217,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201217,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201217,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201218,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,18,"",147,"",All vaccinations
20201218,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201218,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,8474,"",55071,"",All vaccinations
20201218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Total,"",Dose 1,8492,"",55218,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 1,8484,0.191120768772254,55194,1.24336630264213,18 years and over
20201218,S92000003,Total,2875396,Dose 1,6256,0.217570032092971,38075,1.32416543669115,40 years and over
20201218,S92000003,Total,4549217,Dose 1,8492,0.186669486199493,55217,1.21376931458754,16 years and over
20201218,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201218,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201218,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201219,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,7,"",154,"",All vaccinations
20201219,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201219,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3356,"",58427,"",All vaccinations
20201219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Total,"",Dose 1,3363,"",58581,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 1,3362,0.0757364479741063,58556,1.31910275061623,18 years and over
20201219,S92000003,Total,2875396,Dose 1,2368,0.0823538740403061,40443,1.40651931073146,40 years and over
20201219,S92000003,Total,4549217,Dose 1,3363,0.0739248094782025,58580,1.28769412406575,16 years and over
20201219,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201219,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201219,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201220,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,10,"",164,"",All vaccinations
20201220,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201220,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2531,"",60958,"",All vaccinations
20201220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Total,"",Dose 1,2541,"",61122,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 1,2539,0.0571965619887733,61095,1.37629931260501,18 years and over
20201220,S92000003,Total,2875396,Dose 1,1821,0.0633304073595428,42264,1.469849718091,40 years and over
20201220,S92000003,Total,4549217,Dose 1,2541,0.055855765948294,61121,1.34354989001404,16 years and over
20201220,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201220,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201220,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201221,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,21,"",185,"",All vaccinations
20201221,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201221,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9564,"",70522,"",All vaccinations
20201221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Total,"",Dose 1,9585,"",70707,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 1,9578,0.215765526084471,70673,1.59206483868948,18 years and over
20201221,S92000003,Total,2875396,Dose 1,6945,0.241531948990678,49209,1.71138166708168,40 years and over
20201221,S92000003,Total,4549217,Dose 1,9585,0.210695598825029,70706,1.55424548883907,16 years and over
20201221,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201221,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201221,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201222,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,21,"",206,"",All vaccinations
20201222,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201222,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,11787,"",82309,"",All vaccinations
20201222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Total,"",Dose 1,11808,"",82515,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 1,11805,0.265933601527164,82478,1.85799844021664,18 years and over
20201222,S92000003,Total,2875396,Dose 1,8719,0.303227798884049,57928,2.01460946596573,40 years and over
20201222,S92000003,Total,4549217,Dose 1,11807,0.259539169048212,82513,1.81378465788728,16 years and over
20201222,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201222,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201222,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201223,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,28,"",234,"",All vaccinations
20201223,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201223,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,10129,"",92438,"",All vaccinations
20201223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Total,"",Dose 1,10157,"",92672,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 1,10150,0.228651084752284,92628,2.08664952496892,18 years and over
20201223,S92000003,Total,2875396,Dose 1,7613,0.264763531701373,65541,2.2793729976671,40 years and over
20201223,S92000003,Total,4549217,Dose 1,10157,0.223269191159709,92670,2.03705384904699,16 years and over
20201223,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201223,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201223,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201224,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,6,"",240,"",All vaccinations
20201224,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201224,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2820,"",95258,"",All vaccinations
20201224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Total,"",Dose 1,2826,"",95498,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 1,2823,0.0635942869217437,95451,2.15024381189067,18 years and over
20201224,S92000003,Total,2875396,Dose 1,2194,0.0763025336336282,67735,2.35567553130073,40 years and over
20201224,S92000003,Total,4549217,Dose 1,2826,0.0621205803108535,95496,2.09917442935784,16 years and over
20201224,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201224,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201224,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201225,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,2,"",242,"",All vaccinations
20201225,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201225,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,14,"",95272,"",All vaccinations
20201225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Total,"",Dose 1,16,"",95514,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 1,16,0.000360435207491285,95467,2.15060424709816,18 years and over
20201225,S92000003,Total,2875396,Dose 1,13,0.000452111639579383,67748,2.35612764294031,40 years and over
20201225,S92000003,Total,4549217,Dose 1,16,0.00035170887649457,95512,2.09952613823434,16 years and over
20201225,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201225,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201225,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201226,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,3,"",245,"",All vaccinations
20201226,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201226,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,0,"",95272,"",All vaccinations
20201226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Total,"",Dose 1,3,"",95517,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 1,3,6.7581601404616e-05,95470,2.15067182869956,18 years and over
20201226,S92000003,Total,2875396,Dose 1,1,3.47778184291833e-05,67749,2.35616242075874,40 years and over
20201226,S92000003,Total,4549217,Dose 1,3,6.59454143427319e-05,95515,2.09959208364868,16 years and over
20201226,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201226,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201226,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201227,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,3,"",248,"",All vaccinations
20201227,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201227,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,471,"",95743,"",All vaccinations
20201227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Total,"",Dose 1,474,"",95991,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 1,474,0.0106778930219293,95944,2.16134972172149,18 years and over
20201227,S92000003,Total,2875396,Dose 1,434,0.0150935731982656,68183,2.37125599395701,40 years and over
20201227,S92000003,Total,4549217,Dose 1,474,0.0104193754661516,95989,2.11001145911483,16 years and over
20201227,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201227,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201227,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201228,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,13,"",261,"",All vaccinations
20201228,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201228,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201228,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201228,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1729,"",97472,"",All vaccinations
20201228,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",1,"",All vaccinations
20201228,S92000003,Total,"",Dose 1,1742,"",97733,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 1,1740,0.0391973288146773,97684,2.20054705053617,18 years and over
20201228,S92000003,Total,2875396,Dose 1,1337,0.0464979432398181,69520,2.41775393719682,40 years and over
20201228,S92000003,Total,4549217,Dose 1,1742,0.0382923039283464,97731,2.14830376304318,16 years and over
20201228,S92000003,Total,"",Dose 2,1,"",1,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,1,2.25272004682053e-05,18 years and over
20201228,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,1,3.47778184291833e-05,40 years and over
20201228,S92000003,Total,4549217,Dose 2,1,2.19818047809106e-05,1,2.19818047809106e-05,16 years and over
20201229,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,7,"",268,"",All vaccinations
20201229,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201229,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201229,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201229,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7622,"",105094,"",All vaccinations
20201229,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7,"",8,"",All vaccinations
20201229,S92000003,Total,"",Dose 1,7629,"",105362,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 1,7625,0.171769903570066,105309,2.37231695410624,18 years and over
20201229,S92000003,Total,2875396,Dose 1,5579,0.194025449016414,75099,2.61177938621324,40 years and over
20201229,S92000003,Total,4549217,Dose 1,7629,0.167699188673567,105360,2.31600295171675,16 years and over
20201229,S92000003,Total,"",Dose 2,7,"",8,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 2,7,0.000157690403277437,8,0.000180217603745643,18 years and over
20201229,S92000003,Total,2875396,Dose 2,2,6.95556368583666e-05,3,0.00010433345528755,40 years and over
20201229,S92000003,Total,4549217,Dose 2,7,0.000153872633466375,8,0.000175854438247285,16 years and over
20201230,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,63,"",331,"",All vaccinations
20201230,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201230,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201230,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201230,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7658,"",112752,"",All vaccinations
20201230,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,23,"",31,"",All vaccinations
