Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210814,S92000003,Total,"",Dose 2,19191,"",3457782,"",All vaccinations
20210814,S92000003,Total,4439078,Dose 2,19125,0.430832708954427,3448944,77.695052891614,18 years and over
20210814,S92000003,Total,2875396,Dose 2,2098,0.0729638630644266,2717180,94.4975926794083,40 years and over
20210814,S92000003,Total,4549217,Dose 2,19191,0.421852815550456,3457739,76.0073436813412,16 years and over
20210815,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,162,"",2137434,"",All vaccinations
20210815,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1001,"",2046013,"",All vaccinations
20210815,S92000003,Moderna (Spikevax),"",Dose 1,150,"",176422,"",All vaccinations
20210815,S92000003,Moderna (Spikevax),"",Dose 2,2638,"",63500,"",All vaccinations
20210815,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3286,"",1747895,"",All vaccinations
20210815,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,13429,"",1365337,"",All vaccinations
20210815,S92000003,Total,"",Dose 1,3598,"",4061751,"",All vaccinations
20210815,S92000003,Total,4439078,Dose 1,1258,0.0283392181890023,4026949,90.715887398239,18 years and over
20210815,S92000003,Total,2875396,Dose 1,193,0.00671211895683238,2822473,98.1594535152723,40 years and over
20210815,S92000003,Total,4549217,Dose 1,3441,0.0756393902511135,4059111,89.226585586047,16 years and over
20210815,S92000003,Total,"",Dose 2,17068,"",3474850,"",All vaccinations
20210815,S92000003,Total,4439078,Dose 2,17035,0.383750859975878,3465979,78.0788037515899,18 years and over
20210815,S92000003,Total,2875396,Dose 2,1186,0.0412464926570114,2718366,94.5388391720654,40 years and over
20210815,S92000003,Total,4549217,Dose 2,17068,0.375185444000583,3474807,76.3825291253418,16 years and over
20210816,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,155,"",2137589,"",All vaccinations
20210816,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1155,"",2047168,"",All vaccinations
20210816,S92000003,Moderna (Spikevax),"",Dose 1,173,"",176595,"",All vaccinations
20210816,S92000003,Moderna (Spikevax),"",Dose 2,1981,"",65481,"",All vaccinations
20210816,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3450,"",1751345,"",All vaccinations
20210816,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11497,"",1376834,"",All vaccinations
20210816,S92000003,Total,"",Dose 1,3778,"",4065529,"",All vaccinations
20210816,S92000003,Total,4439078,Dose 1,1446,0.0325743318770249,4028395,90.748461730116,18 years and over
20210816,S92000003,Total,2875396,Dose 1,230,0.00799889823871216,2822703,98.1674524135111,40 years and over
20210816,S92000003,Total,4549217,Dose 1,3585,0.0788047701395647,4062696,89.3053903561866,16 years and over
20210816,S92000003,Total,"",Dose 2,14633,"",3489483,"",All vaccinations
20210816,S92000003,Total,4439078,Dose 2,14593,0.32873943643252,3480572,78.4075431880224,18 years and over
20210816,S92000003,Total,2875396,Dose 2,1387,0.0482368341612773,2719753,94.5870760062266,40 years and over
20210816,S92000003,Total,4549217,Dose 2,14633,0.321659749359065,3489440,76.7041888747009,16 years and over
20210817,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,195,"",2137784,"",All vaccinations
20210817,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1150,"",2048318,"",All vaccinations
20210817,S92000003,Moderna (Spikevax),"",Dose 1,153,"",176748,"",All vaccinations
20210817,S92000003,Moderna (Spikevax),"",Dose 2,1681,"",67162,"",All vaccinations
20210817,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3280,"",1754625,"",All vaccinations
20210817,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,13465,"",1390299,"",All vaccinations
20210817,S92000003,Total,"",Dose 1,3628,"",4069157,"",All vaccinations
20210817,S92000003,Total,4439078,Dose 1,1605,0.0361561567514696,4030000,90.7846178868675,18 years and over
20210817,S92000003,Total,2875396,Dose 1,269,0.00935523315745031,2822972,98.1768076466685,40 years and over
20210817,S92000003,Total,4549217,Dose 1,3418,0.0751338087411526,4066114,89.3805241649277,16 years and over
20210817,S92000003,Total,"",Dose 2,16296,"",3505779,"",All vaccinations
20210817,S92000003,Total,4439078,Dose 2,16248,0.3660219532074,3496820,78.7735651412298,18 years and over
20210817,S92000003,Total,2875396,Dose 2,1409,0.0490019461667193,2721162,94.6360779523933,40 years and over
20210817,S92000003,Total,4549217,Dose 2,16296,0.35821549070972,3505736,77.0624043654106,16 years and over
20210818,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,170,"",2137954,"",All vaccinations
20210818,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,968,"",2049286,"",All vaccinations
20210818,S92000003,Moderna (Spikevax),"",Dose 1,230,"",176978,"",All vaccinations
20210818,S92000003,Moderna (Spikevax),"",Dose 2,1579,"",68741,"",All vaccinations
20210818,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2304,"",1756929,"",All vaccinations
20210818,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11788,"",1402087,"",All vaccinations
20210818,S92000003,Total,"",Dose 1,2704,"",4071861,"",All vaccinations
20210818,S92000003,Total,4439078,Dose 1,1232,0.027753510976829,4031232,90.8123713978443,18 years and over
20210818,S92000003,Total,2875396,Dose 1,225,0.00782500914656625,2823197,98.1846326558151,40 years and over
20210818,S92000003,Total,4549217,Dose 1,2469,0.0542730760040684,4068583,89.4347972409318,16 years and over
20210818,S92000003,Total,"",Dose 2,14335,"",3520114,"",All vaccinations
20210818,S92000003,Total,4439078,Dose 2,14317,0.322521929103296,3511137,79.0960870703331,18 years and over
20210818,S92000003,Total,2875396,Dose 2,1132,0.0393684904618355,2722294,94.6754464428552,40 years and over
20210818,S92000003,Total,4549217,Dose 2,14335,0.315109171534354,3520071,77.3775135369449,16 years and over
20210819,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,187,"",2138141,"",All vaccinations
20210819,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1018,"",2050304,"",All vaccinations
20210819,S92000003,Moderna (Spikevax),"",Dose 1,225,"",177203,"",All vaccinations
20210819,S92000003,Moderna (Spikevax),"",Dose 2,1736,"",70477,"",All vaccinations
20210819,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2196,"",1759125,"",All vaccinations
20210819,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11291,"",1413378,"",All vaccinations
20210819,S92000003,Total,"",Dose 1,2608,"",4074469,"",All vaccinations
20210819,S92000003,Total,4439078,Dose 1,1330,0.0299611766227131,4032562,90.8423325744671,18 years and over
20210819,S92000003,Total,2875396,Dose 1,236,0.00820756514928726,2823433,98.1928402209644,40 years and over
20210819,S92000003,Total,4549217,Dose 1,2418,0.053152003960242,4071001,89.4879492448921,16 years and over
20210819,S92000003,Total,"",Dose 2,14045,"",3534159,"",All vaccinations
20210819,S92000003,Total,4439078,Dose 2,14006,0.315515969757684,3525143,79.4116030400908,18 years and over
20210819,S92000003,Total,2875396,Dose 2,1210,0.0420811602993118,2723504,94.7175276031545,40 years and over
20210819,S92000003,Total,4549217,Dose 2,14045,0.30873444814789,3534116,77.6862479850928,16 years and over
20210820,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,191,"",2138332,"",All vaccinations
20210820,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1076,"",2051380,"",All vaccinations
20210820,S92000003,Moderna (Spikevax),"",Dose 1,194,"",177397,"",All vaccinations
20210820,S92000003,Moderna (Spikevax),"",Dose 2,2312,"",72789,"",All vaccinations
20210820,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3595,"",1762720,"",All vaccinations
20210820,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11201,"",1424579,"",All vaccinations
20210820,S92000003,Total,"",Dose 1,3980,"",4078449,"",All vaccinations
20210820,S92000003,Total,4439078,Dose 1,1339,0.0301639214269269,4033901,90.872496495894,18 years and over
20210820,S92000003,Total,2875396,Dose 1,267,0.00928567752059195,2823700,98.202125898485,40 years and over
20210820,S92000003,Total,4549217,Dose 1,3550,0.0780354069722328,4074551,89.5659846518643,16 years and over
20210820,S92000003,Total,"",Dose 2,14589,"",3548748,"",All vaccinations
20210820,S92000003,Total,4439078,Dose 2,14549,0.327748239611919,3539692,79.7393512797027,18 years and over
20210820,S92000003,Total,2875396,Dose 2,1276,0.0443764963156379,2724780,94.7619040994701,40 years and over
20210820,S92000003,Total,4549217,Dose 2,14589,0.320692549948705,3548705,78.0069405350415,16 years and over
20210821,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,178,"",2138510,"",All vaccinations
20210821,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,991,"",2052371,"",All vaccinations
20210821,S92000003,Moderna (Spikevax),"",Dose 1,140,"",177537,"",All vaccinations
20210821,S92000003,Moderna (Spikevax),"",Dose 2,2506,"",75295,"",All vaccinations
20210821,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3423,"",1766143,"",All vaccinations
20210821,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,12056,"",1436635,"",All vaccinations
20210821,S92000003,Total,"",Dose 1,3741,"",4082190,"",All vaccinations
20210821,S92000003,Total,4439078,Dose 1,1232,0.027753510976829,4035133,90.9002500068708,18 years and over
20210821,S92000003,Total,2875396,Dose 1,216,0.0075120087807036,2823916,98.2096379072657,40 years and over
20210821,S92000003,Total,4549217,Dose 1,3168,0.0696383575459249,4077719,89.6356230094102,16 years and over
20210821,S92000003,Total,"",Dose 2,15553,"",3564301,"",All vaccinations
20210821,S92000003,Total,4439078,Dose 2,15504,0.349261716059056,3555196,80.0886129957617,18 years and over
20210821,S92000003,Total,2875396,Dose 2,1234,0.0429158279416122,2726014,94.8048199274117,40 years and over
20210821,S92000003,Total,4549217,Dose 2,15553,0.341883009757503,3564258,78.348823544799,16 years and over
20210822,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,110,"",2138620,"",All vaccinations
20210822,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,754,"",2053125,"",All vaccinations
20210822,S92000003,Moderna (Spikevax),"",Dose 1,144,"",177681,"",All vaccinations
20210822,S92000003,Moderna (Spikevax),"",Dose 2,2451,"",77746,"",All vaccinations
20210822,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2892,"",1769035,"",All vaccinations
20210822,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11077,"",1447712,"",All vaccinations
20210822,S92000003,Total,"",Dose 1,3146,"",4085336,"",All vaccinations
20210822,S92000003,Total,4439078,Dose 1,999,0.0225046732677371,4036132,90.9227546801385,18 years and over
20210822,S92000003,Total,2875396,Dose 1,156,0.0054253396749526,2824072,98.2150632469406,40 years and over
20210822,S92000003,Total,4549217,Dose 1,2413,0.0530420949363374,4080132,89.6886651043465,16 years and over
20210822,S92000003,Total,"",Dose 2,14282,"",3578583,"",All vaccinations
20210822,S92000003,Total,4439078,Dose 2,14192,0.31970602904477,3569388,80.4083190248065,18 years and over
20210822,S92000003,Total,2875396,Dose 2,872,0.0303262576702479,2726886,94.835146185082,40 years and over
20210822,S92000003,Total,4549217,Dose 2,14281,0.313922154076185,3578539,78.6627456988752,16 years and over
20210823,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,169,"",2138789,"",All vaccinations
20210823,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,925,"",2054050,"",All vaccinations
20210823,S92000003,Moderna (Spikevax),"",Dose 1,169,"",177850,"",All vaccinations
20210823,S92000003,Moderna (Spikevax),"",Dose 2,3130,"",80876,"",All vaccinations
20210823,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2455,"",1771490,"",All vaccinations
20210823,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11144,"",1458856,"",All vaccinations
20210823,S92000003,Total,"",Dose 1,2793,"",4088129,"",All vaccinations
20210823,S92000003,Total,4439078,Dose 1,1324,0.0298260134199039,4037456,90.9525806935584,18 years and over
20210823,S92000003,Total,2875396,Dose 1,223,0.00775545350970788,2824295,98.2228187004503,40 years and over
20210823,S92000003,Total,4549217,Dose 1,2414,0.0530640767411183,4082546,89.7417291810877,16 years and over
20210823,S92000003,Total,"",Dose 2,15199,"",3593782,"",All vaccinations
20210823,S92000003,Total,4439078,Dose 2,15185,0.342075539109698,3584573,80.7503945639162,18 years and over
20210823,S92000003,Total,2875396,Dose 2,1109,0.0385686006379643,2727995,94.87371478572,40 years and over
20210823,S92000003,Total,4549217,Dose 2,15199,0.334101450865061,3593738,78.9968471497403,16 years and over
20210824,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,189,"",2138978,"",All vaccinations
20210824,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1009,"",2055059,"",All vaccinations
20210824,S92000003,Moderna (Spikevax),"",Dose 1,175,"",178025,"",All vaccinations
20210824,S92000003,Moderna (Spikevax),"",Dose 2,3611,"",84487,"",All vaccinations
20210824,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2866,"",1774356,"",All vaccinations
20210824,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,12025,"",1470881,"",All vaccinations
20210824,S92000003,Total,"",Dose 1,3230,"",4091359,"",All vaccinations
20210824,S92000003,Total,4439078,Dose 1,1491,0.0335880558980942,4038947,90.9861687494565,18 years and over
20210824,S92000003,Total,2875396,Dose 1,259,0.00900745497315848,2824554,98.2318261554235,40 years and over
20210824,S92000003,Total,4549217,Dose 1,2884,0.0633955249881463,4085430,89.8051247060758,16 years and over
20210824,S92000003,Total,"",Dose 2,16645,"",3610427,"",All vaccinations
20210824,S92000003,Total,4439078,Dose 2,16607,0.374109218175486,3601180,81.1245037820917,18 years and over
20210824,S92000003,Total,2875396,Dose 2,1177,0.0409334922911488,2729172,94.9146482780111,40 years and over
20210824,S92000003,Total,4549217,Dose 2,16644,0.365865158773477,3610382,79.3627123085138,16 years and over
20210825,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,227,"",2139205,"",All vaccinations
20210825,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,941,"",2056000,"",All vaccinations
20210825,S92000003,Moderna (Spikevax),"",Dose 1,168,"",178193,"",All vaccinations
20210825,S92000003,Moderna (Spikevax),"",Dose 2,3160,"",87647,"",All vaccinations
20210825,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2972,"",1777328,"",All vaccinations
20210825,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,10481,"",1481362,"",All vaccinations
20210825,S92000003,Total,"",Dose 1,3367,"",4094726,"",All vaccinations
20210825,S92000003,Total,4439078,Dose 1,1480,0.0333402566929439,4040427,91.0195090061495,18 years and over
20210825,S92000003,Total,2875396,Dose 1,284,0.00987690043388806,2824838,98.2417030558574,40 years and over
20210825,S92000003,Total,4549217,Dose 1,3023,0.0664509958526929,4088453,89.8715757019285,16 years and over
20210825,S92000003,Total,"",Dose 2,14582,"",3625009,"",All vaccinations
20210825,S92000003,Total,4439078,Dose 2,14536,0.327455386005833,3615716,81.4519591680975,18 years and over
20210825,S92000003,Total,2875396,Dose 2,1097,0.0381512668168141,2730269,94.9527995448279,40 years and over
20210825,S92000003,Total,4549217,Dose 2,14578,0.320450750096116,3624960,79.6831630586099,16 years and over
20210826,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,145,"",2139350,"",All vaccinations
20210826,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,827,"",2056827,"",All vaccinations
20210826,S92000003,Moderna (Spikevax),"",Dose 1,152,"",178345,"",All vaccinations
20210826,S92000003,Moderna (Spikevax),"",Dose 2,2639,"",90286,"",All vaccinations
20210826,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2192,"",1779520,"",All vaccinations
20210826,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7954,"",1489316,"",All vaccinations
20210826,S92000003,Total,"",Dose 1,2489,"",4097215,"",All vaccinations
20210826,S92000003,Total,4439078,Dose 1,1176,0.0264919877506095,4041603,91.0460009939001,18 years and over
20210826,S92000003,Total,2875396,Dose 1,212,0.00737289750698686,2825050,98.2490759533643,40 years and over
20210826,S92000003,Total,4549217,Dose 1,2214,0.0486677157849362,4090667,89.9202434177134,16 years and over
20210826,S92000003,Total,"",Dose 2,11420,"",3636429,"",All vaccinations
20210826,S92000003,Total,4439078,Dose 2,11391,0.256607340533327,3627107,81.7085665086309,18 years and over
20210826,S92000003,Total,2875396,Dose 2,984,0.0342213733343164,2731253,94.9870209181622,40 years and over
20210826,S92000003,Total,4549217,Dose 2,11420,0.251032210598,3636380,79.9341952692079,16 years and over
20210827,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,132,"",2139482,"",All vaccinations
20210827,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,768,"",2057595,"",All vaccinations
20210827,S92000003,Moderna (Spikevax),"",Dose 1,175,"",178520,"",All vaccinations
20210827,S92000003,Moderna (Spikevax),"",Dose 2,2692,"",92978,"",All vaccinations
20210827,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2242,"",1781762,"",All vaccinations
20210827,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7546,"",1496862,"",All vaccinations
20210827,S92000003,Total,"",Dose 1,2549,"",4099764,"",All vaccinations
20210827,S92000003,Total,4439078,Dose 1,1118,0.0251854101234536,4042721,91.0711864040235,18 years and over
20210827,S92000003,Total,2875396,Dose 1,201,0.00699034150426585,2825251,98.2560662948686,40 years and over
20210827,S92000003,Total,4549217,Dose 1,2274,0.0499866240717908,4092941,89.9702300417852,16 years and over
20210827,S92000003,Total,"",Dose 2,11006,"",3647435,"",All vaccinations
20210827,S92000003,Total,4439078,Dose 2,10966,0.24703328033434,3638073,81.9555997889652,18 years and over
20210827,S92000003,Total,2875396,Dose 2,903,0.0314043700415525,2732156,95.0184252882038,40 years and over
20210827,S92000003,Total,4549217,Dose 2,11006,0.241931743418703,3647386,80.1761270126266,16 years and over
20210828,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,190,"",2139672,"",All vaccinations
20210828,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,795,"",2058390,"",All vaccinations
20210828,S92000003,Moderna (Spikevax),"",Dose 1,118,"",178638,"",All vaccinations
20210828,S92000003,Moderna (Spikevax),"",Dose 2,3256,"",96234,"",All vaccinations
20210828,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2798,"",1784560,"",All vaccinations
20210828,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,10460,"",1507322,"",All vaccinations
20210828,S92000003,Total,"",Dose 1,3106,"",4102870,"",All vaccinations
20210828,S92000003,Total,4439078,Dose 1,1297,0.0292177790072623,4044018,91.1004041830308,18 years and over
20210828,S92000003,Total,2875396,Dose 1,232,0.00806845387557053,2825483,98.2641347487442,40 years and over
20210828,S92000003,Total,4549217,Dose 1,2620,0.0575923285259859,4095561,90.0278223703112,16 years and over
20210828,S92000003,Total,"",Dose 2,14511,"",3661946,"",All vaccinations
20210828,S92000003,Total,4439078,Dose 2,14475,0.326081226777272,3652548,82.2816810157425,18 years and over
20210828,S92000003,Total,2875396,Dose 2,987,0.0343257067896039,2733143,95.0527509949934,40 years and over
20210828,S92000003,Total,4549217,Dose 2,14511,0.318977969175794,3661897,80.4951049818024,16 years and over
20210829,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,131,"",2139803,"",All vaccinations
20210829,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,630,"",2059020,"",All vaccinations
20210829,S92000003,Moderna (Spikevax),"",Dose 1,141,"",178779,"",All vaccinations
20210829,S92000003,Moderna (Spikevax),"",Dose 2,2877,"",99111,"",All vaccinations
20210829,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2138,"",1786698,"",All vaccinations
20210829,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,9543,"",1516865,"",All vaccinations
20210829,S92000003,Total,"",Dose 1,2410,"",4105280,"",All vaccinations
20210829,S92000003,Total,4439078,Dose 1,1036,0.0233381796850607,4045054,91.1237423627159,18 years and over
20210829,S92000003,Total,2875396,Dose 1,186,0.0064686742278281,2825669,98.270603422972,40 years and over
20210829,S92000003,Total,4549217,Dose 1,2180,0.0479203344223852,4097741,90.0757427047336,16 years and over
20210829,S92000003,Total,"",Dose 2,13050,"",3674996,"",All vaccinations
20210829,S92000003,Total,4439078,Dose 2,13019,0.293281622895565,3665567,82.574962638638,18 years and over
20210829,S92000003,Total,2875396,Dose 2,759,0.0263963641877501,2733902,95.0791473591811,40 years and over
20210829,S92000003,Total,4549217,Dose 2,13050,0.286862552390884,3674947,80.7819675341933,16 years and over
20210830,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,169,"",2139972,"",All vaccinations
20210830,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,652,"",2059672,"",All vaccinations
20210830,S92000003,Moderna (Spikevax),"",Dose 1,215,"",178994,"",All vaccinations
20210830,S92000003,Moderna (Spikevax),"",Dose 2,3731,"",102842,"",All vaccinations
20210830,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2359,"",1789057,"",All vaccinations
20210830,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7755,"",1524620,"",All vaccinations
20210830,S92000003,Total,"",Dose 1,2743,"",4108023,"",All vaccinations
20210830,S92000003,Total,4439078,Dose 1,1372,0.0309073190423777,4046426,91.1546496817583,18 years and over
20210830,S92000003,Total,2875396,Dose 1,218,0.00758156441756196,2825887,98.2781849873896,40 years and over
20210830,S92000003,Total,4549217,Dose 1,2484,0.0546028030757821,4100225,90.1303455078094,16 years and over
20210830,S92000003,Total,"",Dose 2,12138,"",3687134,"",All vaccinations
20210830,S92000003,Total,4439078,Dose 2,12093,0.272421435262007,3677660,82.8473840739,18 years and over
20210830,S92000003,Total,2875396,Dose 2,832,0.0289351449330805,2734734,95.1080825041142,40 years and over
20210830,S92000003,Total,4549217,Dose 2,12138,0.266815146430694,3687085,81.048782680624,16 years and over
20210831,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,167,"",2140139,"",All vaccinations
20210831,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,710,"",2060382,"",All vaccinations
20210831,S92000003,Moderna (Spikevax),"",Dose 1,239,"",179233,"",All vaccinations
20210831,S92000003,Moderna (Spikevax),"",Dose 2,3526,"",106368,"",All vaccinations
20210831,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1942,"",1790999,"",All vaccinations
20210831,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6282,"",1530902,"",All vaccinations
20210831,S92000003,Total,"",Dose 1,2348,"",4110371,"",All vaccinations
20210831,S92000003,Total,4439078,Dose 1,1200,0.0270326405618464,4047626,91.1816823223201,18 years and over
20210831,S92000003,Total,2875396,Dose 1,231,0.00803367605714135,2826118,98.2862186634467,40 years and over
20210831,S92000003,Total,4549217,Dose 1,2200,0.0483599705180034,4102425,90.1787054783274,16 years and over
20210831,S92000003,Total,"",Dose 2,10518,"",3697652,"",All vaccinations
20210831,S92000003,Total,4439078,Dose 2,10478,0.236040006505856,3688138,83.0834240804059,18 years and over
20210831,S92000003,Total,2875396,Dose 2,846,0.0294220343910891,2735580,95.1375045385053,40 years and over
20210831,S92000003,Total,4549217,Dose 2,10517,0.231182640880837,3697602,81.2799653215048,16 years and over
20210901,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,136,"",2140275,"",All vaccinations
20210901,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,500,"",2060882,"",All vaccinations
20210901,S92000003,Moderna (Spikevax),"",Dose 1,327,"",179560,"",All vaccinations
20210901,S92000003,Moderna (Spikevax),"",Dose 2,3343,"",109711,"",All vaccinations
20210901,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2161,"",1793160,"",All vaccinations
20210901,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4420,"",1535322,"",All vaccinations
20210901,S92000003,Total,"",Dose 1,2624,"",4112995,"",All vaccinations
20210901,S92000003,Total,4439078,Dose 1,1232,0.027753510976829,4048858,91.2094358332969,18 years and over
20210901,S92000003,Total,2875396,Dose 1,201,0.00699034150426585,2826319,98.293209004951,40 years and over
20210901,S92000003,Total,4549217,Dose 1,2475,0.0544049668327539,4104900,90.2331104451601,16 years and over
20210901,S92000003,Total,"",Dose 2,8263,"",3705915,"",All vaccinations
20210901,S92000003,Total,4439078,Dose 2,8225,0.185286223850989,3696363,83.2687103042569,18 years and over
20210901,S92000003,Total,2875396,Dose 2,604,0.0210058023312267,2736184,95.1585103408365,40 years and over
20210901,S92000003,Total,4549217,Dose 2,8263,0.181635652904665,3705865,81.4616009744094,16 years and over
20210902,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,146,"",2140421,"",All vaccinations
20210902,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,611,"",2061493,"",All vaccinations
20210902,S92000003,Moderna (Spikevax),"",Dose 1,446,"",180006,"",All vaccinations
20210902,S92000003,Moderna (Spikevax),"",Dose 2,3804,"",113515,"",All vaccinations
20210902,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2398,"",1795558,"",All vaccinations
20210902,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,5275,"",1540597,"",All vaccinations
20210902,S92000003,Total,"",Dose 1,2990,"",4115985,"",All vaccinations
20210902,S92000003,Total,4439078,Dose 1,1558,0.0350973783294639,4050416,91.2445332116264,18 years and over
20210902,S92000003,Total,2875396,Dose 1,224,0.00779023132813707,2826543,98.3009992362791,40 years and over
20210902,S92000003,Total,4549217,Dose 1,2848,0.0626041800160335,4107748,90.2957146251762,16 years and over
20210902,S92000003,Total,"",Dose 2,9690,"",3715605,"",All vaccinations
20210902,S92000003,Total,4439078,Dose 2,9646,0.217297375716309,3706009,83.4860076799732,18 years and over
20210902,S92000003,Total,2875396,Dose 2,763,0.0265354754614669,2736947,95.185045816298,40 years and over
20210902,S92000003,Total,4549217,Dose 2,9690,0.213003688327024,3715555,81.6746046627365,16 years and over
20210903,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,146,"",2140567,"",All vaccinations
20210903,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,558,"",2062051,"",All vaccinations
20210903,S92000003,Moderna (Spikevax),"",Dose 1,253,"",180259,"",All vaccinations
20210903,S92000003,Moderna (Spikevax),"",Dose 2,2329,"",115844,"",All vaccinations
20210903,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2155,"",1797713,"",All vaccinations
20210903,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,5174,"",1545771,"",All vaccinations
20210903,S92000003,Total,"",Dose 1,2554,"",4118539,"",All vaccinations
20210903,S92000003,Total,4439078,Dose 1,1304,0.0293754694105398,4051720,91.2739086810369,18 years and over
20210903,S92000003,Total,2875396,Dose 1,228,0.0079293426018538,2826771,98.308928578881,40 years and over
20210903,S92000003,Total,4549217,Dose 1,2440,0.053635603665422,4110188,90.3493502288416,16 years and over
20210903,S92000003,Total,"",Dose 2,8061,"",3723666,"",All vaccinations
20210903,S92000003,Total,4439078,Dose 2,8009,0.180420348549857,3714018,83.666428028523,18 years and over
20210903,S92000003,Total,2875396,Dose 2,723,0.0251443627242995,2737670,95.2101901790223,40 years and over
20210903,S92000003,Total,4549217,Dose 2,8061,0.177195328338921,3723616,81.8517999910754,16 years and over
20210904,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,217,"",2140784,"",All vaccinations
20210904,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,817,"",2062868,"",All vaccinations
20210904,S92000003,Moderna (Spikevax),"",Dose 1,214,"",180473,"",All vaccinations
