Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2,PositivePillar1,PositivePillar2
20200714,S12000049,Glasgow City,1,2525,397.2374299918193,2.989113334591907,0,391,61.51280599081241,441,29429,4629.82191177396,1742,1,0.0574052812858783,0.24832381425378697,698,1044,1,0
20200714,S12000050,North Lanarkshire,0,1368,401.00838365480445,2.0519434836137656,0,170,49.832913173477166,228,15812,4635.047194700123,977,0,0,0.2070393374741201,565,412,0,0
20200715,S12000005,Clackmannanshire,1,202,393.83895496198096,1.9496977968414897,0,32,62.39032949892767,23,2559,4989.276662117371,208,1,0.4807692307692308,0.11210762331838565,54,154,0,1
20200715,S12000006,Dumfries and Galloway,0,301,202.98064603142493,1.3487086115044844,0,40,26.97417223008969,117,8082,5450.131499089622,406,0,0,0.1735106998264893,101,305,0,0
20200715,S12000008,East Ayrshire,0,443,364.3092105263158,0.8223684210526315,0,50,41.118421052631575,67,5499,4522.203947368421,365,0,0,0.0651890482398957,66,299,0,0
20200715,S12000010,East Lothian,0,280,259.49953660797036,0.9267840593141798,0,57,52.826691380908244,60,5040,4670.991658943466,304,0,0,0.06896551724137931,71,233,0,0
20200715,S12000011,East Renfrewshire,1,364,378.929835519467,2.0820320632937745,0,56,58.29689777222569,49,4208,4380.595461170102,234,1,0.4273504273504274,0.21551724137931033,64,170,0,1
20200715,S12000013,Na h-Eileanan Siar,0,7,26.41509433962264,0,0,0,0,19,1192,4498.11320754717,86,0,0,0,17,69,0,0
20200715,S12000014,Falkirk,0,657,409.1928251121076,1.868460388639761,0,76,47.33432984554061,76,7759,4832.461385151968,287,0,0,0.12067578439259855,180,107,0,0
20200715,S12000017,Highland,0,215,91.32226139404493,0,0,30,12.742641124750456,148,9443,4010.958671367285,478,0,0,0.041718815185648725,138,340,0,0
20200715,S12000018,Inverclyde,0,359,465.87075006488453,3.8930703348040487,0,66,85.64754736568908,33,4557,5913.57383856735,300,0,0,0.2437043054427295,59,241,0,0
20200715,S12000019,Midlothian,0,536,575.4159957058508,1.0735373054213635,0,89,95.54482018250134,62,4729,5076.757917337627,187,0,0,0.08873114463176575,68,119,0,0
20200715,S12000020,Moray,0,88,91.94441542158604,0,0,14,14.627520635252324,75,4439,4637.968864277505,235,0,0,0,98,137,0,0
20200715,S12000021,North Ayrshire,0,401,298.6964618249534,1.48975791433892,0,64,47.67225325884544,72,6296,4689.757914338919,280,0,0,0.12143290831815423,86,194,0,0
20200715,S12000023,Orkney Islands,0,9,40.17857142857143,0,0,1,4.464285714285714,18,874,3901.7857142857147,101,0,0,0,17,84,0,0
20200715,S12000026,Scottish Borders,0,337,292.4331829225963,0,0,39,33.842415827837556,83,5494,4767.441860465116,268,0,0,0.14771048744460857,112,156,0,0
20200715,S12000027,Shetland Islands,0,54,236.1171840839528,0,0,5,21.862702229995627,30,1349,5898.55706165282,96,0,0,0,21,75,0,0
20200715,S12000028,South Ayrshire,0,403,359.3722133047976,0.8917424647761727,0,60,53.50454788657036,83,5316,4740.502942750133,250,0,0,0.07173601147776185,96,154,0,0
20200715,S12000029,South Lanarkshire,0,1362,424.5371236207219,0.9351037965214138,0,190,59.22324044635621,218,15687,4889.657752010474,1275,1,0.0784313725490196,0.11064394777605664,336,939,1,0
20200715,S12000030,Stirling,0,232,246.5986394557823,2.1258503401360542,0,27,28.698979591836736,53,3975,4225.127551020408,204,0,0,0.16835016835016833,78,126,0,0
20200715,S12000033,Aberdeen City,2,849,370.64524578713,1.7462673535318258,0,79,34.48878023225356,103,11437,4993.014930585873,444,2,0.45045045045045046,0.14124293785310735,66,378,0,2
20200715,S12000034,Aberdeenshire,1,496,190.19863486463686,0.7669299792928906,0,60,23.007899378786718,146,12057,4623.437380167191,771,1,0.12970168612191957,0.2061855670103093,115,656,0,1
20200715,S12000035,Argyll and Bute,0,163,190.79948495844553,1.1705489874751258,0,35,40.96921456162941,48,4153,4861.289944984198,268,0,0,0.2390438247011952,46,222,0,0
20200715,S12000036,City of Edinburgh,4,1816,344.1871043554073,1.3267124066563056,0,274,51.931314203403964,297,20992,3978.620977218453,1077,4,0.3714020427112349,0.14936519790888725,360,717,0,4
20200715,S12000038,Renfrewshire,0,687,382.96449077429065,1.1148893472322872,0,97,54.07213334076593,104,9478,5283.460616533809,542,0,0,0.15026296018031557,174,368,0,0
20200715,S12000039,West Dunbartonshire,0,433,490.15168666515734,2.2639800769753227,0,71,80.37129273262396,56,4998,5657.686212361331,287,0,0,0.14652014652014653,75,212,0,0
20200715,S12000040,West Lothian,0,510,277.44532695027743,0,0,69,37.53672070503754,87,7979,4340.65934065934,322,0,0,0,118,204,0,0
20200715,S12000041,Angus,0,459,396.30461060265935,1.726817475392851,0,46,39.71680193403557,60,5657,4884.303229148679,421,0,0,0.18484288354898337,53,368,0,0
20200715,S12000042,Dundee City,1,972,653.1380190834565,2.0158580835909152,0,115,77.27455987098509,76,7380,4959.010885633652,314,2,0.6369426751592357,0.3082614056720099,67,247,1,1
20200715,S12000045,East Dunbartonshire,0,513,471.7241379310345,0,0,69,63.44827586206896,61,5231,4810.114942528736,244,0,0,0.07727975270479134,98,146,0,0
20200715,S12000047,Fife,1,933,249.37855825515197,0.2672867719776548,0,126,33.67813326918451,198,16587,4433.48568679336,970,2,0.2061855670103093,0.04775549188156638,200,770,0,2
20200715,S12000048,Perth and Kinross,0,345,227.10815614508593,1.3165690211309327,0,47,30.939371996576924,93,7429,4890.39562899085,408,0,0,0.08972633467922835,119,289,0,0
20200715,S12000049,Glasgow City,4,2529,397.8667170096281,3.3037568434963185,0,391,61.51280599081241,403,29832,4693.2225788181995,1661,5,0.30102347983142685,0.27561414020371483,659,1002,1,4
20200715,S12000050,North Lanarkshire,1,1369,401.3015184381779,1.7588087002403707,0,170,49.832913173477166,148,15960,4678.431142639385,700,1,0.14285714285714285,0.18027298480556272,332,368,0,1
20200716,S12000005,Clackmannanshire,0,202,393.83895496198096,1.9496977968414897,0,32,62.39032949892767,15,2574,5018.522129069994,83,0,0,0.12224938875305623,31,52,0,0
20200716,S12000006,Dumfries and Galloway,1,302,203.65500033717714,1.3487086115044844,0,40,26.97417223008969,101,8183,5518.241283970598,300,1,0.33333333333333337,0.11409013120365087,109,191,0,1
20200716,S12000008,East Ayrshire,0,443,364.3092105263158,0.8223684210526315,0,50,41.118421052631575,76,5575,4584.703947368421,274,0,0,0.0643915003219575,81,193,0,0
20200716,S12000010,East Lothian,0,280,259.49953660797036,0.9267840593141798,0,57,52.826691380908244,44,5084,4711.77015755329,267,0,0,0.06675567423230974,74,193,0,0
20200716,S12000011,East Renfrewshire,0,364,378.929835519467,2.0820320632937745,0,56,58.29689777222569,47,4255,4429.523214657505,157,0,0,0.2074688796680498,72,85,0,0
20200716,S12000013,Na h-Eileanan Siar,0,7,26.41509433962264,0,0,0,0,7,1199,4524.528301886792,99,0,0,0,13,86,0,0
20200716,S12000014,Falkirk,0,657,409.1928251121076,1.868460388639761,0,76,47.33432984554061,81,7840,4882.909815645242,510,0,0,0.11591962905718702,225,285,0,0
20200716,S12000017,Highland,0,215,91.32226139404493,0,0,30,12.742641124750456,101,9544,4053.858896487279,534,0,0,0.04189359028068705,120,414,0,0
20200716,S12000018,Inverclyde,0,359,465.87075006488453,3.8930703348040487,0,66,85.64754736568908,30,4587,5952.50454191539,164,0,0,0.24752475247524752,49,115,0,0
20200716,S12000019,Midlothian,0,536,575.4159957058508,1.0735373054213635,0,89,95.54482018250134,57,4786,5137.949543746645,200,0,0,0.08928571428571429,70,130,0,0
20200716,S12000020,Moray,2,90,94.03406122662209,2.0896458050360462,0,14,14.627520635252324,37,4476,4676.627311670672,312,2,0.641025641025641,0.17346053772766695,81,231,0,2
20200716,S12000021,North Ayrshire,0,401,298.6964618249534,1.48975791433892,0,64,47.67225325884544,84,6380,4752.327746741154,302,0,0,0.11574074074074073,109,193,0,0
20200716,S12000023,Orkney Islands,0,9,40.17857142857143,0,0,1,4.464285714285714,4,878,3919.642857142857,8,0,0,0,8,0,0,0
20200716,S12000026,Scottish Borders,1,338,293.30093717459215,0.8677542519958349,0,39,33.842415827837556,101,5595,4855.085039916696,280,1,0.35714285714285715,0.22488755622188905,140,140,0,1
20200716,S12000027,Shetland Islands,0,54,236.1171840839528,0,0,5,21.862702229995627,22,1371,5994.752951464801,31,0,0,0,16,15,0,0
20200716,S12000028,South Ayrshire,0,403,359.3722133047976,0.8917424647761727,0,60,53.50454788657036,69,5385,4802.03317281969,238,0,0,0.07112375533428165,122,116,0,0
20200716,S12000029,South Lanarkshire,2,1364,425.1605261517362,1.5585063275356899,0,190,59.22324044635621,165,15852,4941.088460819151,718,2,0.2785515320334262,0.15524506542470615,320,398,0,2
20200716,S12000030,Stirling,0,232,246.5986394557823,2.1258503401360542,0,27,28.698979591836736,42,4017,4269.7704081632655,235,0,0,0.16474464579901155,102,133,0,0
20200716,S12000033,Aberdeen City,2,851,371.51837946389594,2.6194010302977384,0,79,34.48878023225356,118,11555,5044.529817515062,433,4,0.9237875288683602,0.29282576866764276,113,320,0,4
20200716,S12000034,Aberdeenshire,1,497,190.58209985428329,1.1503949689393358,0,60,23.007899378786718,114,12171,4667.152388986885,378,1,0.26455026455026454,0.20498804236419543,123,255,0,1
20200716,S12000035,Argyll and Bute,1,164,191.97003394592062,1.1705489874751258,0,35,40.96921456162941,48,4201,4917.4762963830035,249,1,0.4016064257028112,0.24232633279483037,107,142,0,1
20200716,S12000036,City of Edinburgh,3,1819,344.7556953868314,1.5162427504643494,0,274,51.931314203403964,266,21258,4029.0360486713926,928,3,0.3232758620689655,0.16917293233082706,360,568,1,2
20200716,S12000038,Renfrewshire,3,690,384.6368247951391,2.787223368080718,0,97,54.07213334076593,90,9568,5333.630637159262,480,3,0.625,0.265352539802881,137,343,0,3
20200716,S12000039,West Dunbartonshire,0,433,490.15168666515734,1.1319900384876613,0,71,80.37129273262396,44,5042,5707.493774054788,227,0,0,0.07342143906020558,85,142,0,0
20200716,S12000040,West Lothian,0,510,277.44532695027743,0,0,69,37.53672070503754,102,8081,4396.148406049396,327,0,0,0,86,241,0,0
20200716,S12000041,Angus,0,459,396.30461060265935,1.726817475392851,0,46,39.71680193403557,46,5703,4924.020031082715,263,0,0,0.12406947890818859,56,207,0,0
20200716,S12000042,Dundee City,1,973,653.8099717779868,2.0158580835909152,0,115,77.27455987098509,85,7465,5016.126864668728,314,1,0.3184713375796179,0.30845157310302285,96,218,0,1
20200716,S12000045,East Dunbartonshire,1,514,472.64367816091954,0.9195402298850575,0,69,63.44827586206896,60,5291,4865.287356321839,243,1,0.411522633744856,0.15349194167306215,110,133,0,1
20200716,S12000047,Fife,2,935,249.91313179910728,0.8018603159329645,0,126,33.67813326918451,154,16741,4474.647849677919,715,2,0.27972027972027974,0.09519276534983341,153,562,0,2
20200716,S12000048,Perth and Kinross,0,345,227.10815614508593,1.3165690211309327,0,47,30.939371996576924,81,7510,4943.716674346653,454,0,0,0.0898876404494382,97,357,0,0
20200716,S12000049,Glasgow City,1,2530,398.0240387640803,3.3037568434963185,0,391,61.51280599081241,380,30212,4753.004845510037,1473,1,0.0678886625933469,0.27670837343599614,642,831,0,1
20200716,S12000050,North Lanarkshire,0,1369,401.3015184381779,1.4656739168669755,0,170,49.832913173477166,144,16104,4720.642551445155,642,0,0,0.15396458814472672,358,284,0,0
20200717,S12000005,Clackmannanshire,0,202,393.83895496198096,1.9496977968414897,0,32,62.39032949892767,17,2591,5051.666991616299,47,0,0,0.13458950201884254,29,18,0,0
20200717,S12000006,Dumfries and Galloway,0,302,203.65500033717714,1.3487086115044844,0,40,26.97417223008969,94,8277,5581.6305887113085,287,0,0,0.1095890410958904,104,183,0,0
20200717,S12000008,East Ayrshire,0,443,364.3092105263158,0.8223684210526315,0,50,41.118421052631575,86,5661,4655.4276315789475,265,0,0,0.06357279084551812,71,194,0,0
20200717,S12000010,East Lothian,0,280,259.49953660797036,0.9267840593141798,0,57,52.826691380908244,33,5117,4742.354031510658,165,0,0,0.066006600660066,57,108,0,0
20200717,S12000011,East Renfrewshire,0,364,378.929835519467,2.0820320632937745,0,56,58.29689777222569,35,4290,4465.958775765147,126,0,0,0.20920502092050208,51,75,0,0
20200717,S12000013,Na h-Eileanan Siar,0,7,26.41509433962264,0,0,0,0,8,1207,4554.7169811320755,10,0,0,0,10,0,0,0
20200717,S12000014,Falkirk,0,657,409.1928251121076,1.2456402590931739,0,76,47.33432984554061,65,7905,4923.393124065769,272,0,0,0.08710801393728224,142,130,0,0
20200717,S12000017,Highland,0,215,91.32226139404493,0,0,30,12.742641124750456,84,9628,4089.5382916365797,256,0,0,0.04180602006688963,104,152,0,0
20200717,S12000018,Inverclyde,0,359,465.87075006488453,3.8930703348040487,0,66,85.64754736568908,37,4624,6000.51907604464,184,0,0,0.2403846153846154,75,109,0,0
20200717,S12000019,Midlothian,0,536,575.4159957058508,1.0735373054213635,0,89,95.54482018250134,44,4830,5185.185185185185,112,0,0,0.088261253309797,48,64,0,0
20200717,S12000020,Moray,1,91,95.0788841291401,3.13446870755407,0,14,14.627520635252324,32,4508,4710.061644551249,105,1,0.9523809523809524,0.25862068965517243,44,61,1,0
20200717,S12000021,North Ayrshire,2,403,300.18621973929237,2.97951582867784,0,64,47.67225325884544,67,6447,4802.234636871509,236,2,0.847457627118644,0.23752969121140144,101,135,2,0
20200717,S12000023,Orkney Islands,0,9,40.17857142857143,0,0,1,4.464285714285714,10,888,3964.2857142857138,19,0,0,0,19,0,0,0
20200717,S12000026,Scottish Borders,0,338,293.30093717459215,0.8677542519958349,0,39,33.842415827837556,47,5642,4895.8694897605,241,0,0,0.2259036144578313,94,147,0,0
20200717,S12000027,Shetland Islands,0,54,236.1171840839528,0,0,5,21.862702229995627,10,1381,6038.478355924793,24,0,0,0,24,0,0,0
20200717,S12000028,South Ayrshire,0,403,359.3722133047976,0.8917424647761727,0,60,53.50454788657036,66,5451,4860.888175494917,198,0,0,0.07092198581560284,103,95,0,0
20200717,S12000029,South Lanarkshire,0,1364,425.1605261517362,1.5585063275356899,0,190,59.22324044635621,173,16025,4995.012779751886,682,1,0.1466275659824047,0.15611061552185548,263,419,0,1
20200717,S12000030,Stirling,0,232,246.5986394557823,2.1258503401360542,0,27,28.698979591836736,39,4056,4311.224489795919,127,0,0,0.16181229773462785,66,61,0,0
20200717,S12000033,Aberdeen City,0,851,371.51837946389594,2.1828341919147825,0,79,34.48878023225356,161,11716,5114.817078494718,452,0,0,0.25820730357801547,88,364,0,0
20200717,S12000034,Aberdeenshire,0,497,190.58209985428329,1.1503949689393358,0,60,23.007899378786718,135,12306,4718.920162589156,494,0,0,0.19730351857941467,138,356,0,0
20200717,S12000035,Argyll and Bute,0,164,191.97003394592062,1.1705489874751258,0,35,40.96921456162941,33,4234,4956.104412969683,147,0,0,0.2461033634126333,67,80,0,0
20200717,S12000036,City of Edinburgh,0,1819,344.7556953868314,1.5162427504643494,0,274,51.931314203403964,239,21497,4074.333800841515,758,0,0,0.1687605475342209,286,472,0,0
20200717,S12000038,Renfrewshire,3,693,386.30915881598753,4.459557388929149,0,97,54.07213334076593,72,9640,5373.766653659624,342,3,0.8771929824561403,0.3910833007430583,104,238,0,3
20200717,S12000039,West Dunbartonshire,0,433,490.15168666515734,1.1319900384876613,0,71,80.37129273262396,46,5088,5759.565315825221,133,0,0,0.07173601147776185,70,63,0,0
20200717,S12000040,West Lothian,0,510,277.44532695027743,0,0,69,37.53672070503754,82,8163,4440.7572625394405,307,0,0,0,103,204,0,0
20200717,S12000041,Angus,0,459,396.30461060265935,1.726817475392851,0,46,39.71680193403557,97,5800,5007.770678639268,328,0,0,0.11534025374855825,148,180,0,0
20200717,S12000042,Dundee City,0,973,653.8099717779868,2.0158580835909152,0,115,77.27455987098509,121,7586,5097.433140706895,291,0,0,0.28312570781426954,242,49,0,0
20200717,S12000045,East Dunbartonshire,0,514,472.64367816091954,0.9195402298850575,0,69,63.44827586206896,49,5340,4910.344827586207,182,0,0,0.1524390243902439,65,117,0,0
20200717,S12000047,Fife,0,935,249.91313179910728,0.8018603159329645,0,126,33.67813326918451,150,16891,4514.740865474568,504,0,0,0.09445100354191263,195,309,0,0
20200717,S12000048,Perth and Kinross,1,346,227.76644065565137,0.6582845105654663,0,47,30.939371996576924,61,7571,4983.872029491146,208,1,0.4807692307692308,0.046468401486988845,105,103,0,1
20200717,S12000049,Glasgow City,1,2531,398.18136051853253,2.202504562330879,0,391,61.51280599081241,296,30508,4799.57208482789,927,1,0.10787486515641855,0.19419832503944653,421,506,0,1
20200717,S12000050,North Lanarkshire,0,1369,401.3015184381779,1.4656739168669755,0,170,49.832913173477166,137,16241,4760.80201676731,501,1,0.19960079840319359,0.17861699413115592,241,260,1,0
20200718,S12000005,Clackmannanshire,0,202,393.83895496198096,1.9496977968414897,0,32,62.39032949892767,8,2599,5067.264573991031,145,0,0,0.11976047904191617,133,12,0,0
20200718,S12000006,Dumfries and Galloway,0,302,203.65500033717714,1.3487086115044844,0,40,26.97417223008969,59,8336,5621.417492750691,100,0,0,0.10952902519167579,79,21,0,0
20200718,S12000008,East Ayrshire,1,444,365.13157894736844,1.644736842105263,0,50,41.118421052631575,41,5702,4689.144736842105,119,1,0.8403361344537815,0.12618296529968456,86,33,1,0
20200718,S12000010,East Lothian,0,280,259.49953660797036,0.9267840593141798,0,57,52.826691380908244,14,5131,4755.329008341057,75,0,0,0.0665335994677312,43,32,0,0
20200718,S12000011,East Renfrewshire,0,364,378.929835519467,2.0820320632937745,0,56,58.29689777222569,20,4310,4486.779096398084,67,0,0,0.20345879959308238,39,28,0,0
20200718,S12000013,Na h-Eileanan Siar,0,7,26.41509433962264,0,0,0,0,3,1210,4566.037735849057,8,0,0,0,8,0,0,0
20200718,S12000014,Falkirk,0,657,409.1928251121076,1.2456402590931739,0,76,47.33432984554061,45,7950,4951.4200298953665,227,0,0,0.09070294784580499,200,27,0,0
20200718,S12000017,Highland,0,215,91.32226139404493,0,0,30,12.742641124750456,48,9676,4109.926517436181,106,0,0,0.041788549937317176,89,17,0,0
20200718,S12000018,Inverclyde,0,359,465.87075006488453,2.595380223202699,0,66,85.64754736568908,19,4643,6025.175188165066,54,0,0,0.1607717041800643,32,22,0,0
20200718,S12000019,Midlothian,0,536,575.4159957058508,1.0735373054213635,0,89,95.54482018250134,19,4849,5205.582393988191,40,0,0,0.08912655971479501,27,13,0,0
20200718,S12000020,Moray,0,91,95.0788841291401,3.13446870755407,0,14,14.627520635252324,29,4537,4740.361508724271,51,0,0,0.2564102564102564,42,9,0,0
20200718,S12000021,North Ayrshire,1,404,300.93109869646185,3.7243947858473,0,64,47.67225325884544,62,6509,4848.4171322160155,153,1,0.6535947712418301,0.29291154071470415,95,58,0,1
20200718,S12000023,Orkney Islands,0,9,40.17857142857143,0,0,1,4.464285714285714,3,891,3977.6785714285716,9,0,0,0,9,0,0,0
20200718,S12000026,Scottish Borders,0,338,293.30093717459215,0.8677542519958349,0,39,33.842415827837556,20,5662,4913.224574800416,63,0,0,0.22935779816513763,51,12,0,0
20200718,S12000027,Shetland Islands,0,54,236.1171840839528,0,0,5,21.862702229995627,6,1387,6064.713598600787,8,0,0,0,6,2,0,0
20200718,S12000028,South Ayrshire,0,403,359.3722133047976,0,0,60,53.50454788657036,43,5494,4899.233101480292,113,0,0,0,70,43,0,0
20200718,S12000029,South Lanarkshire,2,1366,425.78392868275046,2.1819088585499657,0,190,59.22324044635621,66,16091,5015.585063275356,202,2,0.9900990099009901,0.2012072434607646,130,72,0,2
20200718,S12000030,Stirling,0,232,246.5986394557823,2.1258503401360542,0,27,28.698979591836736,20,4076,4332.482993197279,100,0,0,0.1710863986313088,83,17,0,0
20200718,S12000033,Aberdeen City,0,851,371.51837946389594,1.7462673535318258,0,79,34.48878023225356,72,11788,5146.24989085829,199,1,0.5025125628140703,0.25678650036683787,156,43,1,0
20200718,S12000034,Aberdeenshire,0,497,190.58209985428329,1.1503949689393358,0,60,23.007899378786718,65,12371,4743.845386916175,142,1,0.7042253521126761,0.1969796454366382,116,26,1,0
20200718,S12000035,Argyll and Bute,0,164,191.97003394592062,1.1705489874751258,0,35,40.96921456162941,14,4248,4972.492098794334,58,0,0,0.2461033634126333,37,21,0,0
20200718,S12000036,City of Edinburgh,3,1822,345.3242864182556,2.0848337818884803,0,274,51.931314203403964,115,21612,4096.129790379439,304,3,0.9868421052631579,0.23014959723820483,193,111,0,3
20200718,S12000038,Renfrewshire,1,694,386.8666034896036,5.017002062545292,0,97,54.07213334076593,41,9681,5396.621885277887,108,1,0.9259259259259258,0.43807248108323377,75,33,0,1
20200718,S12000039,West Dunbartonshire,0,433,490.15168666515734,1.1319900384876613,0,71,80.37129273262396,22,5110,5784.469096671949,66,0,0,0.0724112961622013,47,19,0,0
20200718,S12000040,West Lothian,1,511,277.989337395278,0.544010445000544,0,69,37.53672070503754,46,8209,4465.781743009466,116,1,0.8620689655172413,0.054945054945054944,48,68,0,1
20200718,S12000041,Angus,0,459,396.30461060265935,1.726817475392851,0,46,39.71680193403557,29,5829,5032.809532032465,85,0,0,0.11534025374855825,48,37,0,0
20200718,S12000042,Dundee City,0,973,653.8099717779868,2.0158580835909152,0,115,77.27455987098509,37,7623,5122.295390404515,88,0,0,0.28376844494892167,50,38,0,0
20200718,S12000045,East Dunbartonshire,2,516,474.48275862068965,2.758620689655172,0,69,63.44827586206896,21,5361,4929.6551724137935,75,3,4,0.3861003861003861,40,35,2,1
20200718,S12000047,Fife,0,935,249.91313179910728,0.8018603159329645,0,126,33.67813326918451,104,16995,4542.538689760244,283,0,0,0.09341429238673517,171,112,0,0
20200718,S12000048,Perth and Kinross,0,346,227.76644065565137,0.6582845105654663,0,47,30.939371996576924,40,7611,5010.2034099137645,106,0,0,0.046125461254612546,69,37,0,0
20200718,S12000049,Glasgow City,0,2531,398.18136051853253,1.5732175445220564,0,391,61.51280599081241,197,30705,4830.564470454975,566,0,0,0.13667992047713717,272,294,0,0
20200718,S12000050,North Lanarkshire,2,1371,401.8877880049247,1.4656739168669755,0,170,49.832913173477166,100,16341,4790.115495104649,239,2,0.8368200836820083,0.15487867836861124,152,87,0,2
20200719,S12000005,Clackmannanshire,0,202,393.83895496198096,1.9496977968414897,0,32,62.39032949892767,18,2617,5102.359134334178,88,0,0,0.1251564455569462,81,7,0,0
20200719,S12000006,Dumfries and Galloway,0,302,203.65500033717714,1.3487086115044844,0,40,26.97417223008969,60,8396,5661.8787510958255,122,0,0,0.10893246187363835,96,26,0,0
20200719,S12000008,East Ayrshire,0,444,365.13157894736844,1.644736842105263,0,50,41.118421052631575,42,5744,4723.684210526316,91,0,0,0.12594458438287154,60,31,0,0
20200719,S12000010,East Lothian,0,280,259.49953660797036,0.9267840593141798,0,57,52.826691380908244,14,5145,4768.303985171455,48,0,0,0.0671591672263264,41,7,0,0
20200719,S12000011,East Renfrewshire,1,365,379.97085155111387,3.123048094940662,0,56,58.29689777222569,32,4342,4520.091609410785,74,1,1.3513513513513513,0.3015075376884422,39,35,0,1
20200719,S12000013,Na h-Eileanan Siar,0,7,26.41509433962264,0,0,0,0,2,1212,4573.584905660377,4,0,0,0,4,0,0,0
20200719,S12000014,Falkirk,0,657,409.1928251121076,1.2456402590931739,0,76,47.33432984554061,61,8011,4989.412057797708,145,0,0,0.08976660682226212,106,39,0,0
20200719,S12000017,Highland,0,215,91.32226139404493,0,0,30,12.742641124750456,41,9717,4127.341460306673,91,0,0,0.041684035014589414,60,31,0,0
20200719,S12000018,Inverclyde,0,359,465.87075006488453,2.595380223202699,0,66,85.64754736568908,17,4660,6047.235920062289,57,0,0,0.1610305958132045,41,16,0,0
20200719,S12000019,Midlothian,0,536,575.4159957058508,1.0735373054213635,0,89,95.54482018250134,27,4876,5234.567901234568,68,0,0,0.08748906386701663,46,22,0,0
20200719,S12000020,Moray,0,91,95.0788841291401,3.13446870755407,0,14,14.627520635252324,20,4557,4761.257966774632,34,0,0,0.26666666666666666,30,4,0,0
20200719,S12000021,North Ayrshire,0,404,300.93109869646185,3.7243947858473,0,64,47.67225325884544,42,6551,4879.702048417133,140,0,0,0.28851702250432776,82,58,0,0
20200719,S12000023,Orkney Islands,0,9,40.17857142857143,0,0,1,4.464285714285714,2,893,3986.607142857143,6,0,0,0,6,0,0,0
20200719,S12000026,Scottish Borders,0,338,293.30093717459215,0.8677542519958349,0,39,33.842415827837556,31,5693,4940.124956612287,78,0,0,0.15048908954100826,53,25,0,0
20200719,S12000027,Shetland Islands,0,54,236.1171840839528,0,0,5,21.862702229995627,13,1400,6121.556624398776,17,0,0,0,8,9,0,0
20200719,S12000028,South Ayrshire,1,404,360.2639557695738,0.8917424647761727,0,60,53.50454788657036,38,5532,4933.119315141787,110,1,0.9090909090909091,0.07163323782234957,80,30,0,1
20200719,S12000029,South Lanarkshire,2,1368,426.40733121376473,2.8053113895642414,0,190,59.22324044635621,134,16225,5057.353032853313,247,2,0.8097165991902834,0.2416520210896309,120,127,0,2
20200719,S12000030,Stirling,0,232,246.5986394557823,1.0629251700680271,0,27,28.698979591836736,43,4119,4378.188775510204,69,0,0,0.08517887563884156,54,15,0,0
20200719,S12000033,Aberdeen City,0,851,371.51837946389594,1.7462673535318258,0,79,34.48878023225356,72,11860,5177.682703221863,145,0,0,0.2561287961946579,85,60,0,0
20200719,S12000034,Aberdeenshire,0,497,190.58209985428329,0.7669299792928906,0,60,23.007899378786718,68,12439,4769.921006212133,136,0,0,0.16578249336870027,112,24,0,0
20200719,S12000035,Argyll and Bute,0,164,191.97003394592062,1.1705489874751258,0,35,40.96921456162941,18,4266,4993.561980568887,55,0,0,0.163265306122449,35,20,0,0
20200719,S12000036,City of Edinburgh,0,1822,345.3242864182556,2.0848337818884803,0,274,51.931314203403964,142,21754,4123.043099200182,349,0,0,0.2303705125743905,178,171,0,0
20200719,S12000038,Renfrewshire,0,694,386.8666034896036,5.017002062545292,0,97,54.07213334076593,52,9733,5425.609008305925,186,0,0,0.43255996854109324,128,58,0,0
20200719,S12000039,West Dunbartonshire,0,433,490.15168666515734,1.1319900384876613,0,71,80.37129273262396,24,5134,5811.636857595653,75,0,0,0.07173601147776185,44,31,0,0
20200719,S12000040,West Lothian,1,512,278.5333478402785,1.088020890001088,0,69,37.53672070503754,58,8267,4497.334348819498,109,1,0.9174311926605505,0.1081665765278529,64,45,0,1
20200719,S12000041,Angus,1,460,397.1680193403557,2.5902262130892764,0,46,39.71680193403557,18,5847,5048.350889311,50,1,2,0.17401392111368907,41,9,1,0
20200719,S12000042,Dundee City,0,973,653.8099717779868,2.0158580835909152,0,115,77.27455987098509,51,7674,5156.564977825561,87,0,0,0.28312570781426954,53,34,0,0
20200719,S12000045,East Dunbartonshire,1,517,475.4022988505747,3.67816091954023,0,69,63.44827586206896,25,5386,4952.643678160919,92,1,1.0869565217391304,0.3843197540353574,55,37,0,1
20200719,S12000047,Fife,1,936,250.18041857108494,1.0691470879106193,0,126,33.67813326918451,89,17084,4566.327212466255,211,1,0.47393364928909953,0.11737089201877934,159,52,1,0
20200719,S12000048,Perth and Kinross,0,346,227.76644065565137,0.6582845105654663,0,47,30.939371996576924,49,7660,5042.459350931473,96,0,0,0.04631773969430292,73,23,0,0
20200719,S12000049,Glasgow City,1,2532,398.3386822729847,1.730539298974262,0,391,61.51280599081241,204,30909,4862.6581083632245,518,1,0.19305019305019305,0.14682491129328276,261,257,0,1
