Date,HB,HBName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2
20200328,S08000019,NHS Forth Valley,20,129,42.166508678455855,28.76475010623345,2,9,2.9418494426829667,47,860,281.1100578563724,96,29,30.208333333333332,19.6113074204947,96,0,,:,,:,29,0
20200328,S08000020,NHS Grampian,8,69,11.783793015113995,7.855862010075997,2,3,0.5123388267440868,40,686,117.15481171548117,59,9,15.254237288135593,14.746543778801843,59,0,,:,,:,9,0
20200328,S08000022,NHS Highland,4,46,14.336470734899956,10.284859440254317,1,2,0.6233248145608676,29,540,168.29769993143427,83,7,8.433734939759036,11.359404096834265,83,0,,:,,:,7,0
20200328,S08000024,NHS Lothian,28,238,26.082477616193056,18.301570428169075,6,17,1.8630341154423609,113,2218,243.07115694418567,190,36,18.947368421052634,16.188197767145134,190,0,,:,,:,36,0
20200328,S08000025,NHS Orkney,1,1,4.464285714285714,4.464285714285714,0,0,0,0,18,80.35714285714286,1,1,100,12.5,1,0,,:,,:,1,0
20200328,S08000026,NHS Shetland,2,30,131.17621337997377,26.23524267599475,0,0,0,1,123,537.8224748578924,5,3,60,19.047619047619047,5,0,,:,,:,3,0
20200328,S08000028,NHS Western Isles,0,1,3.7735849056603774,3.7735849056603774,0,0,0,0,40,150.94339622641508,1,0,0,5.263157894736842,1,0,,:,,:,0,0
20200328,S08000029,NHS Fife,11,83,22.18480207414535,15.769919546681633,2,7,1.871007403843584,30,630,168.39066634592254,44,12,27.27272727272727,16.187989556135772,44,0,,:,,:,12,0
20200328,S08000030,NHS Tayside,16,207,49.69391429600289,38.65082223022446,0,6,1.4404033129276197,78,1094,262.6335373904693,114,18,15.789473684210526,19.67020023557126,114,0,,:,,:,18,0
20200328,S08000031,NHS Greater Glasgow and Clyde,54,475,40.0762714724444,27.083122405588743,9,28,2.3623907394283012,108,2966,250.24467618372648,233,62,26.609442060085836,20.575221238938052,233,0,,:,,:,62,0
20200328,S08000032,NHS Lanarkshire,22,202,30.515438999335306,22.055713336153243,5,12,1.812798356396157,49,1224,184.905432352408,117,38,32.47863247863248,24.46555819477435,117,0,,:,,:,38,0
20200328,S92000003,Scotland,204,1783,32.61983168679107,23.19795096963044,29,99,1.8111964873765094,633,12545,229.50969630442737,1204,259,21.511627906976745,18.366866690198847,1204,0,156,"",17,"",259,0
20200329,S08000015,NHS Ayrshire and Arran,18,171,46.46865403951195,35.32704693062311,1,7,1.9022256039566294,42,1022,277.72493817766787,72,18,25,20.937042459736457,72,0,,:,,:,18,0
20200329,S08000016,NHS Borders,5,77,66.81707740367928,53.80076362374175,1,6,5.206525511975008,8,324,281.15237764665045,17,6,35.294117647058826,34.35897435897436,17,0,,:,,:,6,0
20200329,S08000017,NHS Dumfries and Galloway,10,87,58.66882460044508,41.809966956639016,2,6,4.046125834513454,21,871,587.362600310203,81,20,24.691358024691358,13.125695216907676,81,0,,:,,:,20,0
20200329,S08000019,NHS Forth Valley,19,148,48.377079724119895,33.66783251070506,1,10,3.268721602981074,35,895,292.55058346680613,84,29,34.523809523809526,23.168654173764907,84,0,,:,,:,29,0
20200329,S08000020,NHS Grampian,14,83,14.174707539919734,10.246776534881736,0,3,0.5123388267440868,34,720,122.96131841858082,68,16,23.52941176470588,16.39344262295082,68,0,,:,,:,16,0
20200329,S08000022,NHS Highland,5,51,15.894782771302125,11.219846662095618,0,2,0.6233248145608676,19,559,174.2192856697625,67,9,13.432835820895523,11.091549295774648,67,0,,:,,:,9,0
20200329,S08000024,NHS Lothian,19,257,28.164692215805108,18.959111880678144,2,19,2.0822145996120507,41,2259,247.56435686966432,113,25,22.123893805309734,16.732128829536528,113,0,,:,,:,25,0
20200329,S08000025,NHS Orkney,1,2,8.928571428571429,8.928571428571429,0,0,0,0,18,80.35714285714286,1,1,100,22.22222222222222,1,0,,:,,:,1,0
20200329,S08000026,NHS Shetland,0,30,131.17621337997377,26.23524267599475,0,0,0,1,124,542.1950153038915,2,0,0,18.6046511627907,2,0,,:,,:,0,0
20200329,S08000028,NHS Western Isles,1,2,7.547169811320755,7.547169811320755,0,0,0,1,41,154.71698113207546,2,1,50,10,2,0,,:,,:,1,0
20200329,S08000029,NHS Fife,12,95,25.392243337877208,17.908213722502875,0,7,1.871007403843584,30,660,176.40926950525218,49,12,24.489795918367346,17.67676767676768,49,0,,:,,:,12,0
20200329,S08000030,NHS Tayside,11,218,52.33465370303685,40.33129276197335,0,6,1.4404033129276197,20,1114,267.4348817668947,40,13,32.5,20.803782505910164,40,0,,:,,:,13,0
20200329,S08000031,NHS Greater Glasgow and Clyde,56,531,44.801052951301,30.289224123384294,12,40,3.374843913469002,101,3067,258.76615706523575,244,71,29.098360655737704,22.39915074309979,244,0,,:,,:,71,0
20200329,S08000032,NHS Lanarkshire,26,228,34.44316877152698,24.321711281648437,1,13,1.9638648860958365,40,1264,190.94809354039518,108,41,37.96296296296296,26.65903890160183,108,0,,:,,:,41,0
20200329,S92000003,Scotland,197,1980,36.223929747530185,25.448225393340653,20,119,2.177094767654592,393,12938,236.69959751189168,948,262,27.637130801687764,19.7718197375927,948,0,136,"",28,"",262,0
20200330,S08000015,NHS Ayrshire and Arran,24,195,52.990570395934675,39.94673768308922,2,9,2.4457186336585233,65,1087,295.38846164297945,105,27,25.71428571428571,22.67037552155772,105,0,,:,,:,27,0
20200330,S08000016,NHS Borders,8,85,73.75911141964596,55.53627212773343,1,7,6.074279763970844,20,344,298.5074626865672,43,13,30.23255813953488,35.748792270531396,43,0,,:,,:,13,0
20200330,S08000017,NHS Dumfries and Galloway,11,98,66.08672196371974,45.85609279115247,2,8,5.394834446017938,44,915,617.0341897633017,132,22,16.666666666666664,14.207650273224044,132,0,,:,,:,22,0
20200330,S08000019,NHS Forth Valley,23,171,55.89513941097636,37.91717059458046,0,10,3.268721602981074,37,932,304.6448533978361,94,27,28.723404255319153,24.752475247524753,94,0,,:,,:,27,0
20200330,S08000020,NHS Grampian,20,103,17.590299718213647,12.637691059687475,0,3,0.5123388267440868,88,808,137.98992400307404,118,20,16.94915254237288,16.18181818181818,118,0,,:,,:,20,0
20200330,S08000022,NHS Highland,8,59,18.388082029545597,11.531509069376051,1,3,0.9349872218413016,30,589,183.5691578881755,69,16,23.18840579710145,12.259194395796849,69,0,,:,,:,16,0
20200330,S08000024,NHS Lothian,49,306,33.534614077962495,22.356409385308332,6,25,2.7397560521211193,144,2403,263.34535172988194,263,61,23.193916349809886,18.18830242510699,263,0,,:,,:,61,0
20200330,S08000025,NHS Orkney,0,2,8.928571428571429,8.928571428571429,0,0,0,1,19,84.82142857142857,1,0,0,20,1,0,,:,,:,0,0
20200330,S08000026,NHS Shetland,2,32,139.92129427197202,34.980323567993004,0,0,0,8,132,577.1753388718845,10,2,20,19.230769230769234,10,0,,:,,:,2,0
20200330,S08000028,NHS Western Isles,1,3,11.320754716981131,11.320754716981131,0,0,0,4,45,169.81132075471697,5,1,20,12.5,5,0,,:,,:,1,0
20200330,S08000029,NHS Fife,18,113,30.203405233474992,20.046507898324112,1,8,2.1382941758212386,62,722,192.9810493678668,96,20,20.833333333333336,18.099547511312217,96,0,,:,,:,20,0
20200330,S08000030,NHS Tayside,31,249,59.776737486496224,45.13263713839875,3,9,2.1606049693914295,129,1243,298.40355299483855,196,34,17.346938775510203,20.628272251308903,196,0,,:,,:,34,0
20200330,S08000031,NHS Greater Glasgow and Clyde,74,605,51.04451419121865,33.07347035199622,8,48,4.049812696162802,159,3226,272.181161621275,333,82,24.624624624624623,23.632610939112485,333,0,,:,,:,82,0
20200330,S08000032,NHS Lanarkshire,48,276,41.69436219711161,29.00477370233851,6,19,2.8702640642939152,67,1331,201.06955103027374,167,58,34.73053892215569,29.07725321888412,167,0,,:,,:,58,0
20200330,S92000003,Scotland,317,2297,42.0234174899378,28.72301500182949,30,149,2.725942188071716,858,13796,252.39663373582147,1632,383,23.46813725490196,20.93746648074654,1632,0,193,"",22,"",383,0
20200331,S08000015,NHS Ayrshire and Arran,23,218,59.24074023750646,40.49023071279111,4,13,3.5327046930623114,76,1163,316.0411967716514,126,24,19.047619047619047,22.523744911804613,126,0,,:,,:,24,0
20200331,S08000016,NHS Borders,12,97,84.17216244359598,58.13953488372093,2,9,7.809788267962514,18,362,314.1270392224922,35,13,37.142857142857146,35.648148148148145,35,0,,:,,:,13,0
20200331,S08000017,NHS Dumfries and Galloway,7,105,70.80720210398543,45.85609279115247,2,10,6.743543057522422,64,979,660.1928653314451,161,13,8.074534161490684,13.11647429171039,161,0,,:,,:,13,0
20200331,S08000019,NHS Forth Valley,17,188,61.45196613604419,38.89778707547478,1,11,3.5955937632791812,43,975,318.7003562906547,90,22,24.444444444444443,25.870646766169152,90,0,,:,,:,22,0
20200331,S08000020,NHS Grampian,26,129,22.030569549995732,16.053283237981386,0,3,0.5123388267440868,93,901,153.87242763214073,133,26,19.548872180451127,17.119999999999997,133,0,,:,,:,26,0
20200331,S08000022,NHS Highland,7,66,20.569718880508635,12.466496291217352,2,5,1.558312036402169,20,609,189.8024060337842,47,10,21.27659574468085,14.423076923076922,47,0,,:,,:,10,0
20200331,S08000024,NHS Lothian,53,359,39.342896908459274,25.424936163683984,4,29,3.178117020460498,176,2579,282.63323433681467,314,68,21.656050955414013,18.96440129449838,314,0,,:,,:,68,0
20200331,S08000025,NHS Orkney,1,3,13.392857142857144,13.392857142857144,0,0,0,10,29,129.4642857142857,11,1,9.090909090909092,16.666666666666664,11,0,,:,,:,1,0
20200331,S08000026,NHS Shetland,4,36,157.41145605596853,52.4704853519895,0,0,0,17,149,651.5085264538696,21,4,19.047619047619047,20,21,0,,:,,:,4,0
20200331,S08000028,NHS Western Isles,0,3,11.320754716981131,11.320754716981131,0,0,0,4,49,184.9056603773585,4,0,0,11.11111111111111,4,0,,:,,:,0,0
20200331,S08000029,NHS Fife,28,141,37.68743484884933,26.72867719776548,0,8,2.1382941758212386,75,797,213.02755726619088,130,28,21.53846153846154,19.444444444444446,130,0,,:,,:,28,0
20200331,S08000030,NHS Tayside,55,304,72.98043452166606,53.5349897971432,1,10,2.4006721882126993,190,1433,344.0163245708798,290,59,20.344827586206897,21.14695340501792,290,0,,:,,:,59,0
20200331,S08000031,NHS Greater Glasgow and Clyde,74,679,57.28797543113632,36.3639431676285,16,64,5.399750261550403,123,3349,282.5588066551922,285,85,29.82456140350877,25.861182519280206,285,0,,:,,:,85,0
20200331,S08000032,NHS Lanarkshire,34,310,46.830624206900715,30.666505529034985,6,25,3.7766632424919933,71,1402,211.79527463895099,153,46,30.065359477124183,29.778247096092926,153,0,,:,,:,46,0
20200331,S92000003,Scotland,341,2638,48.2619831686791,31.90633004024881,38,187,3.421148920600073,980,14776,270.3256494694475,1800,399,22.166666666666668,21.750152098965728,1800,0,184,"",18,"",399,0
20200401,S08000015,NHS Ayrshire and Arran,21,239,64.94741704937634,41.577216772194895,4,17,4.6196907524660995,69,1232,334.7917062963667,113,22,19.469026548672566,22.074468085106382,113,0,,:,,:,22,0
20200401,S08000016,NHS Borders,10,107,92.84970496355432,59.00728913571676,2,11,9.545296771954183,20,382,331.4821242624089,33,10,30.303030303030305,34.22222222222222,33,0,,:,,:,10,0
20200401,S08000017,NHS Dumfries and Galloway,15,120,80.92251669026906,50.57657293141817,1,11,7.4178973632746645,58,1037,699.3054150650752,160,30,18.75,14.227226202661209,160,0,,:,,:,30,0
20200401,S08000019,NHS Forth Valley,15,203,66.35504854051581,38.24404275487856,5,16,5.229954564769718,38,1013,331.1214983819828,77,19,24.675324675324674,25.806451612903224,77,0,,:,,:,19,0
20200401,S08000020,NHS Grampian,37,166,28.349415079839467,21.176671505422252,1,4,0.6831184356587824,77,978,167.02245751857228,128,37,28.90625,19.444444444444446,128,0,,:,,:,37,0
20200401,S08000022,NHS Highland,7,73,22.75135573147167,13.08982110577822,0,5,1.558312036402169,24,633,197.2823038085146,51,11,21.568627450980394,14.40329218106996,51,0,,:,,:,11,0
20200401,S08000024,NHS Lothian,57,416,45.58954070729542,29.69895560499293,10,39,4.274019441308946,132,2711,297.09914629201415,276,72,26.08695652173913,20.823095823095823,276,0,,:,,:,72,0
20200401,S08000025,NHS Orkney,0,3,13.392857142857144,13.392857142857144,0,0,0,7,36,160.71428571428572,7,0,0,12.5,7,0,,:,,:,0,0
20200401,S08000026,NHS Shetland,3,39,170.5290773939659,56.84302579798864,0,0,0,4,153,668.9986882378662,7,3,42.857142857142854,22.727272727272727,7,0,,:,,:,3,0
20200401,S08000028,NHS Western Isles,0,3,11.320754716981131,11.320754716981131,0,0,0,4,53,200,4,0,0,12.5,4,0,,:,,:,0,0
20200401,S08000029,NHS Fife,30,171,45.70603800817897,32.60898618127389,3,11,2.940154491754203,72,869,232.27220484858205,130,31,23.846153846153847,20.853858784893266,130,0,,:,,:,31,0
20200401,S08000030,NHS Tayside,49,353,84.7437282439083,57.85619973592606,2,12,2.8808066258552394,142,1575,378.1058696435002,235,55,23.404255319148938,21.75732217573222,235,0,,:,,:,55,0
20200401,S08000031,NHS Greater Glasgow and Clyde,86,765,64.54388984509467,39.991900374607674,14,78,6.580945631264554,119,3468,292.5989672977625,308,99,32.142857142857146,28.140960163432073,308,0,,:,,:,99,0
20200401,S08000032,NHS Lanarkshire,59,369,55.74354945918182,36.10490059822346,4,29,4.380929361290713,78,1480,223.57846395552602,188,66,35.1063829787234,31.781376518218625,188,0,,:,,:,66,0
20200401,S92000003,Scotland,389,3027,55.37870472008781,35.583607757043545,46,233,4.262714965239663,844,15620,285.76655689718257,1717,455,26.499708794408853,23.01812836844684,1717,0,216,"",24,"",455,0
20200402,S08000015,NHS Ayrshire and Arran,13,252,68.48012174243866,39.67499116823827,1,18,4.8914372673170465,50,1282,348.3790320389141,83,13,15.66265060240964,21.78082191780822,83,0,,:,,:,13,0
20200402,S08000016,NHS Borders,7,114,98.92398472752518,56.40402637972926,3,14,12.148559527941687,18,400,347.1017007983339,31,7,22.58064516129032,33.48623853211009,31,0,,:,,:,7,0
20200402,S08000017,NHS Dumfries and Galloway,9,129,86.99170544203925,49.227864319913685,0,11,7.4178973632746645,38,1075,724.9308786836604,107,17,15.887850467289718,14.737991266375547,107,0,,:,,:,17,0
20200402,S08000019,NHS Forth Valley,16,219,71.58500310528552,40.85902003726343,4,20,6.537443205962148,39,1052,343.86951263360896,85,18,21.176470588235293,26.490066225165563,85,0,,:,,:,18,0
20200402,S08000020,NHS Grampian,10,176,30.05721116898642,20.493553069763472,0,4,0.6831184356587824,44,1022,174.5367603108189,66,10,15.151515151515152,19.20731707317073,66,0,,:,,:,10,0
20200402,S08000022,NHS Highland,13,86,26.802967026117308,16.20644517858256,0,5,1.558312036402169,25,658,205.07386399052544,65,19,29.230769230769234,17.19077568134172,65,0,,:,,:,19,0
20200402,S08000024,NHS Lothian,60,476,52.16495523238611,33.64420432004734,6,45,4.931560893818014,141,2852,312.55137042597727,303,81,26.732673267326735,22.895821071218364,303,0,,:,,:,81,0
20200402,S08000025,NHS Orkney,1,4,17.857142857142858,17.857142857142858,0,0,0,2,38,169.64285714285714,3,1,33.33333333333333,16,3,0,,:,,:,1,0
20200402,S08000026,NHS Shetland,1,40,174.901617839965,56.84302579798864,1,1,4.3725404459991255,1,154,673.3712286838653,2,1,50,24.137931034482758,2,0,,:,,:,1,0
20200402,S08000028,NHS Western Isles,1,4,15.09433962264151,11.320754716981131,0,0,0,2,55,207.54716981132077,7,1,14.285714285714285,11.11111111111111,7,0,,:,,:,1,0
20200402,S08000029,NHS Fife,34,205,54.79378825541924,38.4892951647823,1,12,3.207441263731858,62,931,248.84398471119664,117,36,30.76923076923077,23.374613003095977,117,0,,:,,:,36,0
20200402,S08000030,NHS Tayside,55,408,97.94742527907815,63.37774576881527,2,14,3.3609410634977794,128,1703,408.8344736526227,232,63,27.155172413793103,23.015873015873016,232,0,,:,,:,63,0
20200402,S08000031,NHS Greater Glasgow and Clyde,91,856,72.22165974823665,42.438662211872696,10,88,7.424656609631805,142,3610,304.57966319057743,332,104,31.32530120481928,29.019412643106023,332,0,,:,,:,104,0
20200402,S08000032,NHS Lanarkshire,40,409,61.786210647169014,38.37089854371865,8,37,5.589461598888151,74,1554,234.75738715330232,185,45,24.324324324324326,31.472569778633304,185,0,,:,,:,45,0
20200402,S92000003,Scotland,351,3378,61.800219538968165,37.92535675082327,36,269,4.921331869740213,766,16386,299.78046103183317,1618,416,25.710754017305316,24.08336549594751,1618,0,171,"",18,"",416,0
20200403,S08000015,NHS Ayrshire and Arran,15,267,72.55631946520286,35.87053996032501,3,21,5.706676811869888,73,1355,368.21652762303324,118,18,15.254237288135593,19.40700808625337,118,0,,:,,:,18,0
20200403,S08000016,NHS Borders,17,131,113.67580701145435,59.00728913571676,2,16,13.884068031933358,21,421,365.32454009024644,42,17,40.476190476190474,33.78378378378378,42,0,,:,,:,17,0
20200403,S08000017,NHS Dumfries and Galloway,12,141,95.08395711106616,50.57657293141817,3,14,9.44096028053139,33,1108,747.1845707734844,109,24,22.018348623853214,16.069364161849713,109,0,,:,,:,24,0
20200403,S08000019,NHS Forth Valley,15,234,76.48808550975713,40.85902003726343,3,23,7.51805968685647,41,1093,357.2712712058314,70,15,21.428571428571427,26.677852348993287,70,0,,:,,:,15,0
20200403,S08000020,NHS Grampian,14,190,32.448125693792164,22.030569549995732,5,9,1.5370164802322603,52,1074,183.41729997438304,76,14,18.421052631578945,20.37037037037037,76,0,,:,,:,14,0
20200403,S08000022,NHS Highland,16,102,31.78956554260425,18.69974443682603,1,6,1.8699744436826031,32,690,215.04706102349934,77,25,32.467532467532465,21.13289760348584,77,0,,:,,:,25,0
20200403,S08000024,NHS Lothian,54,530,58.08282830496773,35.06887746715032,11,56,6.137053556751307,156,3008,329.6474481912131,299,72,24.08026755852843,23.60637087599545,299,0,,:,,:,72,0
20200403,S08000025,NHS Orkney,0,4,17.857142857142858,17.857142857142858,0,0,0,6,44,196.42857142857144,7,0,0,12.903225806451612,7,0,,:,,:,0,0
20200403,S08000026,NHS Shetland,2,42,183.64669873196326,61.21556624398775,0,1,4.3725404459991255,0,154,673.3712286838653,3,2,66.66666666666666,30,3,0,,:,,:,2,0
20200403,S08000028,NHS Western Isles,0,4,15.09433962264151,11.320754716981131,0,0,0,4,59,222.64150943396228,5,0,0,10.714285714285714,5,0,,:,,:,0,0
20200403,S08000029,NHS Fife,25,230,61.47595755486061,42.23130997246946,4,16,4.276588351642477,74,1005,268.6232058375431,119,25,21.008403361344538,23.94160583941606,119,0,,:,,:,25,0
20200403,S08000030,NHS Tayside,59,467,112.11139118953307,66.2585523946705,2,16,3.841075501140319,136,1839,441.48361541231543,234,62,26.495726495726498,22.669649515287098,234,0,,:,,:,62,0
20200403,S08000031,NHS Greater Glasgow and Clyde,78,934,78.8026053795012,43.28237319023995,16,104,8.774594175019406,130,3740,315.5479059093517,329,111,33.73860182370821,29.748062015503873,329,0,,:,,:,111,0
20200403,S08000032,NHS Lanarkshire,74,483,72.96513384494531,45.77315849900296,8,45,6.797993836485587,93,1647,248.80657441537255,224,82,36.607142857142854,32.9246935201401,224,0,,:,,:,82,0
20200403,S92000003,Scotland,381,3759,68.77058177826564,39.88291255031101,58,327,5.9824368825466525,851,17237,315.3494328576656,1712,467,27.278037383177573,24.842441915153795,1712,0,212,"",27,"",467,0
20200404,S08000015,NHS Ayrshire and Arran,24,291,79.07823582162558,37.50101904943069,3,24,6.52191635642273,54,1409,382.8908394249844,100,24,24,20.362622036262206,100,0,,:,,:,24,0
20200404,S08000016,NHS Borders,7,138,119.75008677542519,57.27178063172509,0,16,13.884068031933358,11,432,374.8698368622006,22,8,36.36363636363637,33.18385650224215,22,0,,:,,:,8,0
20200404,S08000017,NHS Dumfries and Galloway,4,145,97.78137433407512,45.85609279115247,1,15,10.115314586283633,27,1135,765.3921370287949,67,9,13.432835820895523,16.523867809057528,67,0,,:,,:,9,0
20200404,S08000019,NHS Forth Valley,9,243,79.4299349524401,37.263426273984244,2,25,8.171804007452685,31,1124,367.40430817507274,63,9,14.285714285714285,24.68916518650089,63,0,,:,,:,9,0
20200404,S08000020,NHS Grampian,13,203,34.6682606096832,22.88446759456921,1,10,1.707796089146956,34,1108,189.2238066774827,61,13,21.311475409836063,20.923076923076923,61,0,,:,,:,13,0
20200404,S08000022,NHS Highland,5,107,33.34787757900642,19.011406844106464,1,7,2.181636850963037,20,710,221.28030916910802,37,7,18.91891891891892,23.486682808716708,37,0,,:,,:,7,0
20200404,S08000024,NHS Lothian,52,582,63.78152089337965,37.6990432771866,5,61,6.685004767175531,107,3115,341.37360409429147,249,65,26.104417670682732,24.435883324160702,249,0,,:,,:,65,0
20200404,S08000025,NHS Orkney,0,4,17.857142857142858,13.392857142857144,0,0,0,2,46,205.35714285714286,3,0,0,9.090909090909092,3,0,,:,,:,0,0
20200404,S08000026,NHS Shetland,0,42,183.64669873196326,52.4704853519895,0,1,4.3725404459991255,1,155,677.7437691298645,1,0,0,26.08695652173913,1,0,,:,,:,0,0
20200404,S08000028,NHS Western Isles,0,4,15.09433962264151,11.320754716981131,0,0,0,2,61,230.18867924528303,2,0,0,10.344827586206897,2,0,,:,,:,0,0
20200404,S08000029,NHS Fife,13,243,64.95068559057012,42.76588351642477,0,16,4.276588351642477,26,1031,275.5726619089621,50,13,26,23.878437047756872,50,0,,:,,:,13,0
20200404,S08000030,NHS Tayside,35,502,120.51374384827753,70.81982955227464,2,18,4.321209938782859,71,1910,458.5283879486256,141,43,30.49645390070922,24.049707602339183,141,0,,:,,:,43,0
20200404,S08000031,NHS Greater Glasgow and Clyde,68,1002,84.5398400323985,44.463568559954105,9,113,9.533934055549931,108,3848,324.65998447571803,288,92,31.944444444444443,30.39169419537518,288,0,,:,,:,92,0
20200404,S08000032,NHS Lanarkshire,30,513,77.4971297359357,46.9816907366004,4,49,7.402259955284308,68,1715,259.07909843495077,157,44,28.02547770700637,32.31810490693739,157,0,,:,,:,44,0
20200404,S92000003,Scotland,260,4019,73.52725942188073,40.90742773508965,28,355,6.494694474935968,562,17799,325.6311745334797,1241,327,26.349717969379533,25.393700787401574,1241,0,154,"",21,"",327,0
20200405,S08000015,NHS Ayrshire and Arran,21,312,84.78491263349548,38.316258593983534,3,27,7.33715590097557,53,1462,397.29340471208457,91,25,27.472527472527474,20.78804347826087,91,0,,:,,:,25,0
20200405,S08000016,NHS Borders,9,147,127.5598750433877,60.74279763970844,2,18,15.619576535925027,18,450,390.48941339812563,31,10,32.25806451612903,32.91139240506329,31,0,,:,,:,10,0
20200405,S08000017,NHS Dumfries and Galloway,7,152,102.5018544743408,43.83302987389575,1,16,10.789668892035875,30,1165,785.6227662013621,93,15,16.129032258064516,15.681544028950542,93,0,,:,,:,15,0
20200405,S08000019,NHS Forth Valley,12,255,83.35240087601738,34.97532115189749,2,27,8.825548328048901,38,1162,379.8254502664008,67,14,20.8955223880597,22.71062271062271,67,0,,:,,:,14,0
20200405,S08000020,NHS Grampian,8,211,36.03449748100077,21.859789941081036,3,13,2.2201349158910424,42,1150,196.39655025189992,58,8,13.793103448275861,20,58,0,,:,,:,8,0
20200405,S08000022,NHS Highland,5,112,34.90618961540859,19.011406844106464,2,9,2.8049616655239045,16,726,226.26690768559496,35,7,20,24.93438320209974,35,0,,:,,:,7,0
20200405,S08000024,NHS Lothian,31,613,67.17881839800984,39.01412618220474,9,70,7.671316945939134,76,3191,349.70246249273964,189,52,27.513227513227513,24.881141045958795,189,0,,:,,:,52,0
20200405,S08000025,NHS Orkney,0,4,17.857142857142858,8.928571428571429,0,0,0,0,46,205.35714285714286,3,0,0,5.714285714285714,3,0,,:,,:,0,0
20200405,S08000026,NHS Shetland,1,43,188.0192391779624,56.84302579798864,0,1,4.3725404459991255,3,158,690.8613904678618,5,1,20,26.53061224489796,5,0,,:,,:,1,0
20200405,S08000028,NHS Western Isles,1,5,18.867924528301884,11.320754716981131,0,0,0,0,61,230.18867924528303,2,1,50,10.344827586206897,2,0,,:,,:,1,0
20200405,S08000029,NHS Fife,13,256,68.42541362627964,43.033170288402424,1,17,4.543875123620132,40,1071,286.2641327880683,67,13,19.402985074626866,23.413258110014105,67,0,,:,,:,13,0
20200405,S08000030,NHS Tayside,14,516,123.87468491177529,71.54003120873845,3,21,5.041411595246669,22,1932,463.80986676269356,65,17,26.153846153846157,23.905240488155062,65,0,,:,,:,17,0
20200405,S08000031,NHS Greater Glasgow and Clyde,69,1071,90.36144578313254,45.56039283183153,14,127,10.715129425264081,97,3945,332.84398096588035,269,85,31.59851301115242,30.69029850746269,269,0,,:,,:,85,0
20200405,S08000032,NHS Lanarkshire,34,547,82.63339174572481,48.19022297419784,7,56,8.459725663182066,58,1773,267.8409571575322,142,46,32.3943661971831,31.825657894736842,142,0,,:,,:,46,0
20200405,S92000003,Scotland,225,4244,77.64361507500915,41.41968532747896,47,402,7.3545554335894625,493,18292,334.65056714233447,1117,294,26.320501342882725,25.292977761373077,1117,0,161,"",25,"",294,0
20200406,S08000015,NHS Ayrshire and Arran,25,337,91.57857550476915,38.58800510883448,2,29,7.880648930677464,57,1519,412.7829560585885,109,27,24.770642201834864,20.675675675675677,109,0,,:,,:,27,0
20200406,S08000016,NHS Borders,15,162,140.57618882332523,66.81707740367928,1,19,16.48733078792086,23,473,410.44776119402985,43,17,39.53488372093023,34.59915611814346,43,0,,:,,:,17,0
20200406,S08000017,NHS Dumfries and Galloway,9,161,108.571043226111,42.48432126239126,1,17,11.464023197788118,46,1211,816.6430642659653,127,18,14.173228346456693,15.291262135922329,127,0,,:,,:,18,0
20200406,S08000019,NHS Forth Valley,12,267,87.27486679959468,31.37972738861831,2,29,9.479292648645115,32,1194,390.28535939594025,66,19,28.78787878787879,22.393822393822393,66,0,,:,,:,19,0
20200406,S08000020,NHS Grampian,9,220,37.57151396123303,19.981214243019384,2,15,2.561694133720434,45,1195,204.08163265306123,66,9,13.636363636363635,19.897959183673468,66,0,,:,,:,9,0
20200406,S08000022,NHS Highland,11,123,38.33447609549336,19.946394065947764,2,11,3.4282864800847723,34,760,236.86342953312973,56,14,25,25.271739130434785,56,0,,:,,:,14,0
20200406,S08000024,NHS Lothian,87,700,76.71316945939132,43.178555381428836,14,84,9.20558033512696,150,3341,366.1409988054664,338,105,31.06508875739645,26.168699186991866,338,0,,:,,:,105,0
20200406,S08000025,NHS Orkney,0,4,17.857142857142858,8.928571428571429,0,0,0,5,51,227.67857142857142,6,0,0,5,6,0,,:,,:,0,0
20200406,S08000026,NHS Shetland,0,43,188.0192391779624,48.09794490599038,2,3,13.117621337997376,2,160,699.60647135986,2,0,0,26.82926829268293,2,0,,:,,:,0,0
20200406,S08000028,NHS Western Isles,0,5,18.867924528301884,7.547169811320755,0,0,0,0,61,230.18867924528303,0,0,0,8.333333333333332,0,0,,:,,:,0,0
20200406,S08000029,NHS Fife,32,288,76.9785903295646,46.775185096089594,3,20,5.3457354395530965,75,1146,306.31064068639245,137,32,23.357664233576642,23.733333333333334,137,0,,:,,:,32,0
20200406,S08000030,NHS Tayside,89,605,145.24066738686832,85.46392990037211,3,24,5.761613251710479,158,2090,501.7404873364542,309,99,32.038834951456316,26.42762284196547,309,0,,:,,:,99,0
20200406,S08000031,NHS Greater Glasgow and Clyde,82,1153,97.27987580574398,46.23536161452533,22,149,12.571293577672032,136,4081,344.318450271675,357,121,33.89355742296919,32.14944649446495,357,0,,:,,:,121,0
